Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
1,3818,117,117,1,70,2061,1
0,497232,49,49,0,1,497002,0
1,1220025,97,97,1,36,1218841,0
1,2356,7,7,1,44,188,0
1,553680,111,111,1,24,551527,1
1,17469,86,86,1,49,15220,0
0,551749,31,31,0,18,551012,0
1,160581,125,125,1,12,159610,1
1,2942,33,33,1,57,882,1
1,802663,58,58,1,29,801878,0
1,501852,59,59,1,33,499696,1
1,1105132,106,106,1,32,1103840,1
1,590889,95,95,1,15,588715,1
1,2355697,99,99,1,38,2354525,0
1,5081,19,19,1,11,2874,1
1,2356776,6,6,1,38,2355799,0
1,1431,21,21,1,51,1,0
1,1193345,105,105,1,32,1191366,0
1,195717,5,5,1,7,194815,0
1,395040,110,110,1,24,392911,1
1,1058918,108,108,1,34,1056777,0
1,114991,84,84,1,3,114542,1
1,161676,77,77,1,12,160684,1
1,2832,52,52,1,60,619,0
1,26356,41,41,1,58,24182,1
1,603844,96,96,1,15,602780,1
1,18169,8,8,1,16,16115,1
1,508321,32,32,1,2,506186,0
1,29015,27,27,1,55,27780,1
1,646319,102,102,1,13,643902,0
1,346367,40,40,1,24,344166,1
1,2001346,64,64,1,37,1998842,0
1,705460,50,50,1,24,703286,0
1,203063,80,80,1,6,200871,0
1,9199,104,104,1,67,7001,1
1,80858,14,14,1,38,80019,1
1,53186,22,22,1,0,51024,0
1,18788,25,25,1,42,16752,1
1,5374,107,107,1,68,4073,1
1,305003,100,100,1,24,302736,0
1,194168,88,88,1,18,192141,0
1,605835,113,113,1,32,604711,1
0,302402,43,43,0,12,301785,1
1,628874,56,56,1,15,628374,1
1,1560715,16,16,1,38,1558235,1
1,141673,126,126,1,12,140918,1
1,38921,60,60,1,11,36609,1
0,352533,109,109,0,40,352018,1
1,879776,20,20,1,27,877512,0
1,229342,92,92,1,27,227192,1
1,6731,34,34,1,29,4560,1
1,628270,36,36,1,15,627785,1
0,875271,70,70,0,32,874933,0
1,53693,57,57,1,30,52560,1
1,1092022,122,122,1,37,1090076,1
1,122127,119,119,1,71,120202,0
1,32651,26,26,1,54,31587,1
1,573072,93,93,1,18,571858,0
1,10034,9,9,1,45,9492,0
1,64228,74,74,1,22,62066,1
1,238993,66,66,1,25,236726,1
1,479217,78,78,1,14,477172,0
1,606833,35,35,1,38,604902,0
0,356850,23,23,0,41,356083,1
1,6331,18,18,1,50,3935,0
1,69895,4,4,1,22,67685,1
1,27802,123,123,1,73,25553,1
0,521,0,0,0,52,3,1
1,149082,120,120,1,71,147823,0
1,551317,82,82,1,19,549344,0
1,85717,38,38,1,3,84713,1
0,12912,3,3,0,43,12295,0
0,116089,75,75,0,2,115388,1
1,5373,103,103,1,66,3175,0
1,399746,91,91,1,19,397836,0
1,551038,37,37,1,15,548948,0
1,258202,87,87,1,27,255983,1
1,7513,2,2,1,26,7115,1
1,522056,129,129,1,14,520707,0
1,560632,53,53,1,18,560198,0
1,8796,42,42,1,4,6766,1
0,242101,44,44,0,17,241769,0
1,742170,79,79,1,24,739927,0
1,13846,12,12,1,46,12761,0
1,886828,76,76,1,37,884852,1
1,656983,69,69,1,32,654773,0
1,29812,132,132,1,28,28472,1
1,24063,89,89,1,65,21859,0
0,569,73,73,0,62,3,1
1,510087,17,17,1,32,508918,0
1,20468,94,94,1,5,18309,1
1,47761,116,116,1,70,45575,0
1,2179419,98,98,1,37,2176948,1
1,143770,130,130,1,8,141896,0
1,395811,47,47,1,21,393328,0
1,17708,29,29,1,56,16425,1
1,107570,30,30,1,10,105642,1
1,216636,67,67,1,25,214564,1
1,5239,48,48,1,59,3059,1
1,2117,24,24,1,53,3,1
1,45873,85,85,1,64,43711,1
1,843337,63,63,1,23,841178,0
1,630544,13,13,1,19,630077,0
1,61722,124,124,1,37,61057,1
1,414917,90,90,1,19,412986,0
1,9794,121,121,1,72,7884,1
1,630340,39,39,1,20,629867,0
1,576256,1,1,1,18,575726,0
1,8315,11,11,1,32,7779,1
1,640806,112,112,1,10,638620,0
1,808511,72,72,1,19,806334,0
1,45587,118,118,1,71,43530,1
1,7341,15,15,1,47,5542,1
0,591642,55,55,0,15,591283,1
1,28251,115,115,1,69,27310,0
1,15656,46,46,1,1,13635,1
1,495949,81,81,1,19,493973,0
1,2323,65,65,1,61,1850,0
1,12118,51,51,1,48,9896,0
1,2747,83,83,1,63,2046,0
1,1428134,62,62,1,36,1426182,0
1,2001160,71,71,1,35,1999253,0
1,967593,54,54,1,38,965515,1
0,1157244,28,28,0,31,1157023,0
1,292285,128,128,1,25,290090,1
1,131468,101,101,1,39,129252,1
1,429,127,127,1,74,1,0
0,461012,68,68,0,10,460530,0
1,804175,45,45,1,24,801998,0
1,1718373,10,10,1,36,1716442,0
1,111044,131,131,1,9,109113,0
1,853635,114,114,1,32,852247,0
1,1375094,61,61,1,36,1372983,1
