Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,98,7608,41,1,89,6745,5,1
1,115,326018,102,1,22,323649,5,0
1,15,476915,37,1,3,476025,5,0
0,52,346408,205,0,60,346178,4,1
1,140,216862,124,1,54,214952,5,0
1,140,80177,230,1,13,78453,5,1
1,92,8014,84,1,10,5234,5,1
1,63,557,91,1,105,3,5,1
1,73,74182,14,1,21,73355,5,1
0,85,346850,204,0,60,346512,2,1
1,78,921959,64,1,35,919047,5,0
1,8,1129891,146,1,42,1128836,5,0
1,11,2216,40,1,88,1884,5,0
1,76,56787,222,1,63,55507,5,1
1,122,612,71,1,43,103,5,1
1,135,929,175,1,128,3,5,0
1,120,9109,153,1,27,6119,5,1
1,120,35665,151,1,27,33647,5,1
1,35,223303,156,1,24,221369,5,0
1,87,30441,196,1,131,27628,5,1
1,75,1839347,130,1,52,1836461,5,0
0,26,71748,32,0,51,71398,0,1
1,66,122795,35,1,8,121053,5,0
1,8,1121147,213,1,42,1120731,5,0
1,131,216652,229,1,26,216302,5,1
1,72,53404,239,1,37,53066,5,1
1,15,20561,119,1,40,20007,5,1
1,7,215357,61,1,25,214062,5,1
1,105,543960,136,1,6,542011,5,0
1,88,23503,234,1,5,21764,5,1
1,59,57738,223,1,63,56893,5,1
1,86,857583,109,1,32,854629,5,0
1,35,615828,187,1,24,612868,5,0
1,23,3521,176,1,84,564,5,0
1,114,640889,122,1,14,638082,5,0
1,12,119855,182,1,7,118959,5,1
1,103,351059,63,1,57,348930,5,0
1,136,4441,70,1,50,1115,5,1
0,47,218,155,0,122,3,1,0
1,64,578507,188,1,24,577500,5,0
1,102,835,4,1,87,1,5,0
1,61,12423,126,1,25,10753,5,1
1,140,100170,26,1,13,98553,5,1
1,20,76293,27,1,58,74227,5,1
1,62,17384,123,1,114,15111,5,1
1,15,395,201,1,85,3,5,1
0,95,1415811,19,0,46,1415230,1,0
1,132,229154,238,1,7,227562,5,0
1,24,64517,121,1,58,64071,5,1
1,9,10942,200,1,30,10619,5,1
1,71,45868,112,1,45,44981,5,1
1,137,10805,106,1,111,10074,5,0
1,120,706956,36,1,27,704473,5,0
0,128,4265,65,0,99,3411,2,0
1,98,8105,58,1,96,5802,5,1
1,18,1034156,74,1,38,1031220,5,0
0,37,157631,185,0,49,157230,2,0
1,21,7838,214,1,134,7741,5,1
1,46,794,8,1,65,3,5,0
0,100,1231,13,0,72,899,1,1
1,73,51751,107,1,21,49106,5,0
1,91,2332647,199,1,53,2330257,5,0
1,72,114401,62,1,59,112584,5,1
1,91,41471,157,1,53,39177,5,1
1,21,1399795,23,1,46,1397420,5,0
1,61,6985,82,1,102,4031,5,1
1,30,46358,92,1,15,44298,5,1
1,109,1122061,145,1,42,1121249,5,0
1,15,535,6,1,64,1,5,0
1,122,11717,177,1,129,11061,5,0
1,108,629366,208,1,46,627348,5,0
1,129,34648,29,1,37,31775,5,1
1,1,56420,158,1,53,55923,5,1
1,133,42976,227,1,39,42014,5,1
1,33,2400,167,1,125,211,5,0
1,42,3058,138,1,119,647,5,0
1,75,33980,165,1,52,31590,5,1
1,56,358301,173,1,56,355485,5,0
0,110,202126,77,0,57,201683,2,0
1,59,83691,197,1,2,83233,5,1
1,127,33312,80,1,38,32212,5,1
1,89,1050263,159,1,47,1049748,5,0
1,84,368350,49,1,56,367493,5,0
1,7,23148,139,1,41,20869,5,1
1,38,877,16,1,75,2,5,0
1,40,1381,103,1,109,2,5,0
0,93,1130987,147,0,42,1130442,1,0
1,131,33975,34,1,26,32362,5,1
1,83,47107,231,1,13,46339,5,1
1,119,25397,152,1,27,23602,5,1
1,6,2035,128,1,117,1445,5,0
1,78,254233,181,1,35,251879,5,1
0,50,282,117,0,83,1,2,1
1,75,903359,161,1,52,902475,5,0
1,46,3364,171,1,127,1112,5,0
1,3,8634,59,1,97,6310,5,0
1,45,6051,110,1,82,3256,5,0
1,64,88109,218,1,24,87465,5,0
1,10,147,10,1,66,1,5,0
1,119,36817,150,1,27,35931,5,1
1,27,15156,24,1,77,14362,5,1
1,75,944659,162,1,52,941918,5,1
1,3,513917,236,1,5,513297,5,0
1,53,24472,189,1,14,23342,5,1
1,140,46075,232,1,13,44094,5,1
1,32,4117,224,1,47,1346,5,1
1,116,1991,179,1,130,321,5,1
1,26,7580,87,1,103,6150,5,1
1,1,317768,193,1,53,315381,5,0
0,55,581031,237,0,19,580762,2,0
1,58,783875,68,1,29,783721,5,0
1,41,929,17,1,73,492,5,0
1,139,6341,60,1,98,3546,5,0
1,134,28634,142,1,17,28311,5,1
1,123,392192,105,1,28,389835,5,0
0,60,2270,57,0,95,1968,0,1
0,22,17833,30,0,46,17345,1,1
1,72,609376,207,1,11,606950,5,0
1,14,2735,215,1,135,1362,5,1
1,108,1444050,22,1,46,1442287,5,0
1,36,6226,11,1,67,4295,5,0
1,80,481120,108,1,0,478592,5,0
1,39,215,5,1,116,3,5,0
1,68,2208,144,1,120,1,5,1
1,92,15743,206,1,31,15195,5,1
1,2,4959,100,1,108,2632,5,0
1,38,38673,90,1,104,38134,5,1
1,1,2184398,86,1,53,2181870,5,1
1,6,781276,168,1,30,779186,5,0
1,53,46181,184,1,14,45609,5,1
1,18,703894,114,1,22,701207,5,0
0,81,2029693,140,0,50,2028950,3,0
1,0,4564,44,1,91,2810,5,1
1,13,1582,12,1,69,692,5,1
1,65,3052,55,1,94,605,5,0
1,3,498493,235,1,5,497942,5,0
1,74,6017,220,1,137,3066,5,0
1,130,4965,125,1,115,2173,5,1
1,90,585603,190,1,12,583600,5,0
1,82,2706,88,1,81,1,5,1
1,15,89160,183,1,3,86623,5,1
1,8,88412,95,1,42,86619,5,1
1,83,101201,25,1,13,100433,5,1
1,118,6087,15,1,70,4936,5,1
1,75,1639600,198,1,52,1637255,5,0
1,129,1686,2,1,74,1,5,1
1,22,10351,178,1,130,7736,5,1
1,108,1338938,194,1,46,1337487,5,0
1,138,699100,72,1,23,696140,5,0
1,21,16367,31,1,46,13620,5,1
1,121,1153652,148,1,42,1152030,5,0
1,43,32383,202,1,132,29822,5,0
1,84,69602,83,1,4,68706,5,1
1,7,71222,127,1,25,69540,5,1
1,12,18217,118,1,113,15659,5,0
1,64,57820,33,1,24,56951,5,0
1,76,73875,210,1,17,71692,5,1
1,126,5666,170,1,126,3972,5,0
1,4,267665,225,1,52,267153,5,0
1,29,578251,164,1,16,576644,5,0
1,121,475584,96,1,42,473026,5,0
1,106,583,160,1,123,2,5,0
1,97,2783,38,1,79,909,5,1
1,6,67398,221,1,51,66466,5,1
1,16,453362,131,1,11,452610,5,0
1,28,11981,104,1,110,9216,5,0
1,99,915785,192,1,36,913926,5,0
1,131,772241,47,1,26,769332,5,0
1,49,228,18,1,73,1,5,0
0,34,2248,20,0,76,1520,1,1
1,30,74451,228,1,15,72187,5,1
1,127,3080,53,1,92,735,5,1
1,96,45115,203,1,133,42281,5,0
1,57,2190,98,1,107,1,5,1
1,19,922,9,1,66,412,5,0
1,126,521339,134,1,6,518895,5,0
1,134,612431,132,1,17,611934,5,0
1,1,750468,66,1,29,747616,5,0
1,79,24991,115,1,112,22313,5,0
0,74,1238,212,0,86,288,1,1
1,13,4197,149,1,121,3526,5,1
0,101,1066,0,0,68,947,1,1
1,75,1161359,93,1,52,1159086,5,0
1,134,63967,209,1,17,63425,5,1
1,15,8168,48,1,80,5343,5,0
1,125,1852084,67,1,48,1850486,5,0
1,107,40883,50,1,62,38052,5,1
1,25,9729,89,1,81,7402,5,1
1,2,17064,78,1,100,15238,5,0
1,59,521580,39,1,2,519241,5,0
1,104,814312,219,1,34,811961,5,0
1,67,34273,7,1,20,33176,5,1
1,106,58454,113,1,45,55821,5,1
1,29,504842,73,1,1,502038,5,0
1,106,26773,111,1,45,26201,5,1
1,17,856711,129,1,33,855554,5,0
1,142,112160,85,1,18,109194,5,0
1,131,752571,46,1,26,750136,5,0
0,117,1411,1,0,71,1097,2,0
1,83,630925,172,1,13,630173,5,0
0,120,795045,191,0,28,794215,1,0
0,71,587282,69,0,19,586959,2,0
1,5,617,54,1,93,1,5,0
1,126,478396,135,1,6,477242,5,0
1,120,822273,211,1,27,821002,5,0
1,113,28437,217,1,53,25624,5,1
1,122,4194,216,1,136,3232,5,0
1,21,957,169,1,46,103,5,1
1,87,13228,195,1,131,10472,5,1
1,48,1874,56,1,95,3,5,1
1,94,640440,116,1,20,637990,5,0
1,112,963,76,1,19,103,5,1
1,48,184333,75,1,55,183608,5,0
1,51,382722,101,1,61,380155,5,0
