Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Id,Genomic_Start_Position
1,447558,84,84,13,447142
0,9446,79,79,38,7647
0,5255,73,73,19,2763
0,994934,12,12,12,993237
1,2113129,5,5,17,2112008
1,339503,95,95,5,338613
0,571876,60,60,5,570902
0,409340,94,94,17,408633
0,747945,61,61,9,745645
0,415,76,76,37,74
0,34900,81,81,40,34403
1,1568049,34,34,17,1567459
0,796821,75,75,11,795886
0,677663,24,24,17,676746
1,1037381,92,92,16,1036476
1,434997,7,7,4,434554
0,787501,70,70,12,786539
1,514049,83,83,10,513210
0,1751697,6,6,16,1751281
0,767190,27,27,11,766081
0,155295,90,90,41,154171
0,14817,15,15,25,14209
0,74492,20,20,3,73803
0,1021876,58,58,16,1021316
0,1605890,77,77,16,1605162
0,310242,37,37,13,309811
0,1067748,78,78,13,1067248
0,810033,68,68,12,808633
0,524283,29,29,6,523744
0,1162532,40,40,16,1161927
0,796791,69,69,12,795304
1,1226536,45,45,17,1225625
0,292232,52,52,4,291777
0,493953,85,85,13,493609
1,579,47,47,31,1
0,1575106,51,51,16,1574483
1,1285729,44,44,17,1284860
0,738027,49,49,11,736090
1,624101,25,25,6,623469
1,6256,13,13,23,4343
1,3678,43,43,29,1996
0,415202,8,8,4,414870
0,456990,38,38,5,456034
1,26464,57,57,33,24623
0,43740,66,66,2,43105
0,556441,28,28,6,555500
0,302448,35,35,13,301999
0,408301,93,93,17,407363
1,14261,88,88,20,11517
1,69017,91,91,4,68592
1,1643722,32,32,17,1642802
1,84542,19,19,27,84111
1,2665,11,11,22,1541
0,1145346,89,89,14,1144930
1,1078009,0,0,13,1077569
1,598,63,63,34,2
0,743148,41,41,13,742618
1,1445532,21,21,17,1444765
1,828817,3,3,16,828224
1,1493,80,80,39,471
1,752839,23,23,17,752246
1,2418,10,10,21,715
1,405646,54,54,13,404846
0,1735532,71,71,15,1734645
1,995699,86,86,13,995106
1,2026309,9,9,17,2025506
1,483,18,18,27,1
0,1708125,2,2,15,1707238
1,571767,74,74,17,570709
0,888037,87,87,11,886754
1,18905,65,65,36,17574
0,1735953,72,72,15,1735636
1,846780,4,4,16,844948
1,3924,64,64,35,2239
0,287968,36,36,13,286817
0,776048,26,26,11,775092
1,15756,46,46,30,14755
0,232541,30,30,0,231249
0,322283,56,56,14,321357
1,75990,1,1,8,74263
0,156954,97,97,1,155782
1,389254,82,82,10,388238
0,12112,17,17,26,11726
1,3821,14,14,24,1521
0,1680779,33,33,17,1680060
1,11816,48,48,32,9516
0,446968,59,59,17,445976
1,1658775,31,31,17,1658077
0,1430208,22,22,17,1429318
0,1217,96,96,42,24
1,145136,62,62,7,143469
0,703062,67,67,16,702091
1,1786875,50,50,16,1786159
0,1000,42,42,28,2
0,457660,39,39,5,457121
1,2307,53,53,18,1621
0,309976,55,55,14,309383
0,11716,16,16,26,11321
