Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,1,674303,18,1,15,673725,3,0
1,35,947466,43,1,9,947014,6,1
1,35,587573,70,1,9,586902,3,0
1,0,478865,38,1,10,478194,3,1
1,30,1661430,19,1,13,1660327,1,1
1,27,9043,55,1,19,8369,3,0
1,17,430900,26,1,6,430274,3,0
1,30,1573901,39,1,13,1573260,1,1
1,34,37689,22,1,25,37021,3,0
1,7,4852,24,1,26,4175,3,1
0,40,546401,86,0,3,545733,4,1
1,0,1104782,81,1,10,1104102,3,0
1,22,670988,34,1,14,670362,3,1
0,3,1346554,52,0,15,1345826,4,1
1,23,1154177,65,1,9,1153497,1,1
1,40,1507852,59,1,13,1507205,1,1
0,26,430064,9,0,2,429414,4,1
1,40,1732531,56,1,13,1731896,3,0
1,34,2154696,61,1,14,2154196,3,0
1,28,1153891,12,1,12,1153361,3,0
1,0,1164151,78,1,10,1163459,3,0
1,4,136301,82,1,7,135930,3,0
1,0,23414,73,1,37,22770,3,1
1,0,1142124,77,1,10,1141357,3,0
1,1,1170502,53,1,15,1169873,3,0
0,14,388745,84,0,3,388080,4,1
1,30,1565614,1,1,13,1565111,3,1
1,39,743660,17,1,15,742947,3,1
1,15,40393,25,1,17,39713,3,0
1,23,1064488,66,1,9,1063814,3,0
1,35,475933,68,1,9,475256,1,0
1,8,17347,20,1,24,16595,3,0
1,20,16318,35,1,29,15653,3,0
1,8,905931,42,1,9,905182,3,0
1,30,509037,85,1,3,508240,3,0
1,25,28212,63,1,35,27637,3,0
1,40,1702393,5,1,13,1701380,3,1
1,25,472195,49,1,4,471323,3,1
1,38,10697,75,1,20,10023,3,0
1,23,829209,71,1,9,828511,1,0
1,10,143292,87,1,1,142738,3,0
1,13,211568,30,1,8,210975,3,0
1,0,179239,37,1,11,178622,3,1
1,12,17274,14,1,22,16765,1,1
0,32,487905,32,0,2,487330,4,0
1,29,18257,74,1,38,17595,1,1
1,9,7133,45,1,31,6462,1,0
1,19,17466,31,1,27,16792,3,0
1,14,624606,16,1,14,623983,3,0
0,19,1721960,41,0,13,1721430,4,0
1,37,7796,50,1,33,7137,3,0
1,40,1654501,40,1,13,1653854,1,1
1,16,1832,13,1,22,1149,1,1
1,14,2105453,23,1,14,2104848,3,1
1,2,11162,76,1,39,10509,3,0
1,25,20358,62,1,35,19783,3,1
1,40,1548861,60,1,13,1548016,3,1
1,14,974933,46,1,14,974307,3,0
1,40,1690792,4,1,13,1690151,3,1
1,24,9429,44,1,30,8836,3,0
1,14,840636,6,1,14,840031,3,1
1,36,755,54,1,19,93,3,0
1,0,1091842,79,1,10,1091081,3,0
1,21,4297,72,1,36,3704,3,1
1,14,989314,47,1,14,988862,1,0
1,39,381646,10,1,15,381053,3,0
1,26,5579,83,1,40,4953,3,1
1,0,1192387,80,1,10,1191707,3,0
1,0,405260,3,1,10,404595,3,0
1,18,25270,48,1,32,24593,3,0
1,0,524975,58,1,0,524382,3,1
0,41,1728460,2,0,13,1728161,2,0
1,23,570089,27,1,9,569511,3,0
1,0,590414,57,1,0,589821,3,1
1,35,738855,28,1,9,738181,3,0
1,18,4340,21,1,24,3579,3,0
1,6,5600,51,1,34,4947,0,1
1,14,2529,29,1,18,1873,5,1
1,11,3403,15,1,23,2810,1,0
1,4,71817,11,1,21,71311,1,0
1,31,1266,0,1,41,595,3,0
1,23,490761,69,1,9,490084,3,0
1,34,1682099,8,1,14,1681482,3,0
1,33,7594,7,1,16,6935,3,1
1,5,605502,67,1,5,604933,3,1
1,6,4574,33,1,28,3870,1,0
1,40,1728056,36,1,13,1727928,1,0
1,25,68829,64,1,35,68515,3,1
