Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Location,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
1,435022,85,85,14,1,1,36,434327,1
1,905931,43,43,8,3,1,9,905182,0
1,570089,27,27,8,3,1,20,569511,0
1,435780,39,39,9,3,1,0,435106,0
1,1654501,41,41,12,1,1,37,1653854,1
1,755,54,54,18,3,1,34,93,0
1,605502,68,68,5,3,1,6,604933,1
1,1565614,1,1,12,3,1,28,1565111,1
1,37689,21,21,24,3,1,31,37021,0
1,4852,24,24,25,3,1,8,4175,1
1,509037,87,87,2,3,1,28,508240,0
1,1091842,80,80,9,3,1,0,1091081,0
1,624606,13,13,13,3,1,13,623983,0
0,1204819,53,53,14,4,0,3,1204091,0
1,1064488,67,67,8,3,1,20,1063814,0
1,1153891,10,10,11,3,1,25,1153361,0
0,226568,59,59,1,4,0,23,225903,0
0,1728460,2,2,12,2,0,38,1728161,0
1,2105453,22,22,13,3,1,13,2104848,1
1,179239,37,37,10,3,1,0,178622,1
1,1142124,78,78,9,3,1,0,1141357,0
1,430900,26,26,6,3,1,15,430274,0
1,23414,75,75,36,3,1,0,22770,1
1,1104782,82,82,9,3,1,0,1104102,0
1,743660,15,15,14,3,1,36,742947,1
0,487905,31,31,1,4,0,30,487330,0
1,1560119,61,61,12,3,1,37,1559271,1
1,674303,16,16,14,3,1,1,673725,0
1,59496,23,23,15,6,1,4,58780,0
1,947466,44,44,8,6,1,33,947014,1
1,458055,69,69,8,1,1,9,457426,1
1,17347,19,19,23,3,1,9,16595,0
1,16318,35,35,28,3,1,18,15653,0
1,829209,73,73,8,1,1,20,828511,0
0,388745,86,86,2,4,0,13,388080,1
1,28212,64,64,34,3,1,22,27637,0
1,1690792,3,3,12,3,1,37,1690151,1
1,547641,33,33,3,3,1,27,547144,1
1,9043,55,55,18,3,1,24,8369,0
1,738855,28,28,8,3,1,33,738181,0
1,590414,57,57,0,3,1,0,589821,1
1,136301,83,83,7,3,1,5,135930,0
1,1192387,81,81,9,3,1,0,1191707,0
1,17274,11,11,21,1,1,12,16765,1
0,430064,7,7,1,4,0,23,429414,1
1,18257,76,76,37,1,1,26,17595,1
1,7133,46,46,30,1,1,10,6462,0
1,17466,30,30,26,3,1,17,16792,0
1,1732531,56,56,12,3,1,37,1731896,0
1,1702393,4,4,12,3,1,37,1701380,1
1,7796,51,51,32,3,1,35,7137,0
1,1607447,40,40,12,3,1,28,1606965,1
1,71817,9,9,20,1,1,5,71311,0
1,1682099,6,6,13,3,1,31,1681482,0
1,11162,77,77,38,3,1,2,10509,0
1,20358,63,63,34,3,1,22,19783,1
1,1507852,60,60,12,1,1,37,1507205,1
1,840636,5,5,13,3,1,13,840031,1
1,1661430,18,18,12,1,1,28,1660327,1
1,9429,45,45,29,3,1,21,8836,0
1,696859,34,34,13,6,1,31,696377,0
1,2529,29,29,17,5,1,13,1873,1
1,478865,38,38,9,3,1,0,478194,1
1,4297,74,74,35,3,1,19,3704,1
1,974933,47,47,13,3,1,13,974307,0
1,2154696,62,62,13,3,1,31,2154196,0
1,5579,84,84,39,3,1,23,4953,1
1,1172053,79,79,9,3,1,0,1171373,0
1,1154177,66,66,8,1,1,20,1153497,1
1,25270,49,49,31,3,1,16,24593,0
1,468982,17,17,0,3,1,12,468374,0
1,1728056,36,36,12,1,1,37,1727928,0
1,490761,71,71,8,3,1,20,490084,0
1,524975,58,58,0,3,1,0,524382,1
1,587573,72,72,8,3,1,33,586902,0
1,4340,20,20,23,3,1,16,3579,0
1,5600,52,52,33,0,1,7,4947,1
1,40393,25,25,16,3,1,14,39713,0
1,3403,12,12,22,1,1,11,2810,0
1,10604,8,8,19,3,1,32,9996,0
1,1266,0,0,40,3,1,29,595,0
1,475933,70,70,8,1,1,33,475256,0
1,989314,48,48,13,1,1,13,988862,0
1,1528548,14,14,14,3,1,36,1527883,0
1,472195,50,50,4,3,1,22,471323,1
1,4574,32,32,27,1,1,7,3870,0
0,1721960,42,42,12,4,0,17,1721430,0
1,68829,65,65,34,3,1,22,68515,1
