Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Chromosome_Id,Genomic_Start_Position
0,0,1330,9,9,8,64,51,2
1,0,30308,48,48,6,9,2,27168
1,0,56857,120,120,2,18,22,54575
0,0,1097,10,10,7,54,52,1
1,0,5564,35,35,2,33,36,2433
1,0,5286,76,76,2,27,75,4336
0,0,929052,122,122,2,84,31,925927
1,0,52289,81,81,6,8,38,48939
0,0,581462,110,110,5,23,4,578019
0,0,212280,147,147,8,29,10,211864
0,0,38881,130,130,2,58,86,36347
0,0,297517,75,75,6,85,14,294389
1,0,81368,18,18,2,82,22,80808
1,0,720,140,140,8,25,92,1
0,0,742903,100,100,2,75,23,741965
1,0,28960,1,1,2,84,31,27503
0,0,429068,80,80,6,83,25,425925
1,0,118859,95,95,2,33,9,115842
0,0,9728,36,36,6,38,67,6585
0,0,12029,41,41,8,86,69,11478
0,0,315827,124,124,6,78,15,312663
1,0,4234,72,72,2,43,73,3116
0,0,99546,108,108,2,25,12,97369
1,0,32123,54,54,2,50,10,29739
1,0,48514,137,137,6,50,31,47612
1,0,4123,86,86,5,1,76,1628
0,0,116617,51,51,6,42,13,113450
0,0,8113,60,60,2,88,70,5945
1,0,4229,136,136,6,51,89,1371
1,0,33235,6,6,8,77,9,30782
0,0,1206,13,13,8,85,53,1
0,0,767496,93,93,2,9,29,766105
0,0,567659,23,23,1,17,33,567123
1,0,99066,111,111,2,81,1,97825
0,0,318588,152,152,6,41,14,315535
0,0,1011,7,7,8,36,49,1
1,0,546,142,142,8,62,94,1
1,0,4884,47,47,2,70,47,1753
0,0,213521,148,148,2,50,10,212382
1,0,11203,39,39,2,56,42,8075
1,0,74545,150,150,2,67,8,72053
0,0,8781,24,24,2,47,59,5653
0,0,599,0,0,7,30,58,3
1,0,81855,145,145,6,13,10,78709
1,0,341238,25,25,2,71,4,338959
0,0,306062,90,90,2,50,43,305283
0,0,5181,103,103,2,86,79,4192
1,0,99079,49,49,2,2,2,97820
1,0,35758,5,5,7,77,9,35156
1,0,33620,82,82,6,67,38,30504
0,0,521345,21,21,6,55,1,518232
1,1,54155,53,53,6,36,10,50976
1,0,48145,2,2,4,20,30,47690
0,0,1771,17,17,8,16,55,5
0,0,9252,126,126,8,79,85,7177
1,0,1005,15,15,8,63,54,1
0,0,573456,42,42,2,29,3,572590
0,0,632799,45,45,6,68,19,629461
1,0,53098,125,125,2,23,34,49949
1,0,1291,11,11,8,90,56,11
1,0,55385,128,128,6,53,0,52233
0,0,6751,104,104,2,88,79,5450
1,0,3425,117,117,2,66,84,855
0,0,765509,32,32,6,74,22,762384
0,0,716461,43,43,6,50,38,713525
1,0,153763,101,101,5,52,21,151067
0,0,307836,151,151,8,41,14,304756
0,0,227216,73,73,8,68,44,225387
1,0,43791,66,66,6,77,9,40663
0,0,100486,50,50,2,44,13,98009
1,0,975350,133,133,5,73,40,972864
1,0,4790,123,123,6,19,63,1644
0,0,304,127,127,7,80,64,2
1,0,30678,113,113,7,40,9,29548
0,0,642289,106,106,6,47,8,639173
1,0,40231,109,109,7,14,82,38468
1,0,704,12,12,3,15,57,18
0,0,694715,132,132,2,32,26,691713
1,0,5115,52,52,5,35,38,2545
1,0,5807,129,129,2,32,26,3882
0,0,762911,102,102,2,32,26,760413
0,0,100844,29,29,7,69,12,99663
1,0,506465,67,67,2,39,19,504186
1,0,1242856,77,77,2,48,40,1242191
1,0,57661,38,38,2,56,42,55166
0,0,824374,59,59,2,32,26,822413
0,0,672501,84,84,2,84,24,670264
1,0,484,139,139,8,59,91,2
1,0,7065,64,64,2,72,72,6076
0,0,506906,98,98,0,85,14,503742
1,0,96937,119,119,2,61,30,96035
1,0,1651,92,92,2,13,62,830
0,0,302755,56,56,8,41,14,301802
0,0,1289,8,8,8,89,50,3
0,0,492209,20,20,2,81,1,489726
0,0,703218,16,16,8,24,36,701626
1,0,7840,63,63,2,7,16,6842
1,0,383983,4,4,2,59,47,383429
0,0,1482,105,105,2,42,80,1
0,0,3560,27,27,2,4,65,861
1,0,40333,118,118,6,22,84,37199
1,0,6322,40,40,6,17,15,3197
0,0,673825,79,79,2,71,26,670661
0,0,201983,146,146,2,50,10,197949
0,0,232598,154,154,2,29,3,230508
1,0,46653,83,83,2,16,38,44743
0,0,789292,94,94,2,9,29,788021
0,0,714709,99,99,2,71,26,711560
0,0,1815,91,91,2,51,78,1
1,0,11460,143,143,7,69,95,9091
0,0,772874,149,149,6,80,28,769737
1,0,341160,155,155,2,84,3,338881
0,0,135805,156,156,6,26,5,132644
0,0,326955,28,28,6,9,18,323962
1,0,2735,74,74,2,59,74,246
1,0,371763,3,3,9,37,46,371065
0,0,562767,55,55,6,56,6,559651
0,0,676357,26,26,2,91,23,675068
1,0,11360,88,88,6,42,77,8184
1,0,24175,33,33,6,17,48,21059
0,0,7732,61,61,6,35,71,4595
0,0,696,114,114,7,79,83,1
1,0,552643,116,116,2,26,20,550361
0,0,225838,89,89,6,31,17,222980
1,0,46094,71,71,5,60,37,43491
