Gene_Type,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
1,122,2058,40,89,1,0
1,115,326018,98,22,323649,0
1,15,476915,37,3,476025,0
1,71,114401,60,59,112584,1
1,92,2332647,195,54,2330257,0
1,140,80177,230,13,78453,1
1,93,8014,80,10,5234,1
1,37,38673,85,105,38134,1
1,72,74182,14,21,73355,1
0,50,346408,201,60,346178,1
1,78,921959,61,35,919047,0
1,9,1129891,141,42,1128836,0
1,83,1242,4,88,1100,0
1,76,40192,221,63,38090,1
1,124,612,67,43,103,1
1,136,929,170,128,3,0
1,121,9109,148,27,6119,1
1,121,35665,146,27,33647,1
1,34,223303,151,24,221369,0
1,88,30441,191,131,27628,1
1,75,1639600,194,53,1637255,0
1,7,67398,219,52,66466,1
1,64,122795,35,8,121053,0
1,9,1121147,211,42,1120731,0
1,132,216652,229,26,216302,1
1,71,53404,239,37,53066,1
1,15,20561,116,40,20007,1
1,8,215357,59,25,214062,1
1,105,543960,133,6,542011,0
1,89,23503,234,5,21764,1
1,76,56787,222,63,55507,1
1,87,857583,105,32,854629,0
1,34,615828,182,24,612868,0
0,48,282,114,84,1,1
1,114,640889,120,14,638082,0
1,12,119855,177,7,118959,1
0,110,202126,73,57,201683,0
0,36,157631,180,50,157230,0
0,45,218,150,122,3,0
1,62,578507,183,24,577500,0
0,74,1238,209,87,288,1
1,59,12423,124,25,10753,1
1,140,100170,26,13,98553,1
1,20,74123,119,58,73479,1
1,12,18217,115,114,15659,0
1,23,3521,171,85,564,0
0,96,1415811,19,46,1415230,0
1,133,229154,238,7,227562,0
1,24,47729,118,58,46503,1
1,10,10942,196,30,10619,1
1,70,45868,108,45,44981,1
1,27,11981,100,111,9216,0
1,121,706956,36,27,704473,0
1,139,6341,58,99,3546,0
0,58,2270,55,96,1968,1
1,18,1034156,71,38,1031220,0
1,69,1842055,205,49,1840004,0
1,21,7838,212,134,7741,1
1,16,4117,6,64,2168,1
0,117,1411,1,71,1097,0
1,72,51751,103,21,49106,0
1,1,2184398,82,54,2181870,1
1,20,76293,27,58,74227,1
1,113,28437,215,54,25624,1
1,21,1399795,23,46,1397420,0
1,135,8610,75,102,7165,0
1,29,46358,88,15,44298,1
1,109,1122061,140,42,1121249,0
1,57,57738,223,63,56893,1
1,124,11717,172,129,11061,0
1,108,629366,204,46,627348,0
1,130,34648,28,37,31775,1
1,92,41471,152,54,39177,1
1,134,42976,227,39,42014,1
1,32,2400,162,125,211,0
1,41,3058,134,119,647,0
0,25,71748,32,52,71398,1
0,120,202086,210,56,201577,0
1,85,368350,47,56,367493,0
1,57,83691,192,2,83233,1
1,129,33312,76,38,32212,1
1,90,1050263,154,47,1049748,0
1,54,358301,168,56,355485,0
1,8,23148,135,41,20869,1
1,130,1686,2,74,1,1
1,2,4959,96,109,2632,0
0,94,1130987,142,42,1130442,0
1,132,33975,34,26,32362,1
1,84,47107,231,13,46339,1
1,119,25397,147,27,23602,1
1,38,215,5,117,3,0
1,78,254233,176,35,251879,1
1,43,6051,106,83,3256,0
1,4,270124,225,53,267929,0
1,44,3364,166,127,1112,0
1,99,8105,56,97,5802,1
1,122,27721,87,82,25157,0
1,62,88109,216,24,87465,0
1,44,794,8,65,3,0
1,119,36817,145,27,35931,1
0,33,2248,20,76,1520,1
1,75,903359,156,53,902475,0
1,3,513917,236,5,513297,0
1,51,24472,184,14,23342,1
1,140,46075,232,13,44094,1
1,31,4117,224,47,1346,1
1,116,1991,174,130,321,1
1,59,6985,78,103,4031,1
1,1,281858,149,54,279111,0
0,53,581031,237,19,580762,0
1,56,783875,65,29,783721,0
1,47,228,17,73,1,0
1,3,8634,57,98,6310,0
1,135,28634,137,17,28311,1
1,125,392192,101,28,389835,0
1,46,1874,54,96,3,1
0,22,17833,30,46,17345,1
1,71,609376,203,11,606950,0
1,14,2735,213,135,1362,1
1,108,1444050,22,46,1442287,0
1,19,922,9,66,412,0
1,80,481120,104,0,478592,0
1,131,4965,123,116,2173,1
1,66,2208,139,120,1,1
1,93,15743,202,31,15195,1
1,55,2190,94,108,1,1
1,25,7580,83,104,6150,1
1,1,317768,188,54,315381,0
1,7,781276,163,30,779186,0
1,51,46181,179,14,45609,1
1,18,703894,110,22,701207,0
0,94,2011553,3,51,2010699,0
1,141,563,43,91,3,1
0,102,1066,0,68,947,1
1,5,617,52,94,1,0
1,3,498493,235,5,497942,0
1,74,6017,218,137,3066,0
1,60,52798,121,115,51977,1
1,91,585603,185,12,583600,0
0,115,805,62,80,2,0
1,15,89160,178,3,86623,1
1,9,88412,91,42,86619,1
1,84,101201,25,13,100433,1
1,15,5632,13,69,4214,0
