Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,1330,9,9,0,51,2,0
0,30308,48,48,0,2,27168,1
1,56857,120,120,1,22,54575,1
0,1097,10,10,0,52,1,0
1,5564,34,34,1,36,2433,1
1,5286,76,76,1,75,4336,1
1,929052,122,122,1,31,925927,0
0,52289,81,81,0,38,48939,1
0,581462,110,110,0,4,578019,0
0,212280,147,147,0,10,211864,0
1,38881,130,130,1,86,36347,0
0,297517,75,75,0,14,294389,0
1,81368,19,19,1,22,80808,1
0,720,140,140,0,92,1,1
1,742903,100,100,1,23,741965,0
1,28960,0,0,1,31,27503,1
0,429068,80,80,0,25,425925,0
1,118859,95,95,1,9,115842,1
1,69438,35,35,1,67,67273,0
0,6138,37,37,0,69,5206,0
0,315827,124,124,0,15,312663,0
0,639,65,65,0,73,1,1
1,99546,108,108,1,12,97369,0
1,32123,55,55,1,10,29739,1
0,48514,137,137,0,31,47612,1
0,4123,86,86,0,76,1628,1
0,116617,51,51,0,13,113450,0
0,541,43,43,0,70,26,0
0,4229,136,136,0,89,1371,1
0,33235,5,5,0,9,30782,1
0,763,7,7,0,53,5,0
1,767496,93,93,1,29,766105,0
0,567659,24,24,0,33,567123,0
1,99066,111,111,1,1,97825,1
0,318588,152,152,0,14,315535,0
0,1011,6,6,0,49,1,0
0,546,142,142,0,94,1,1
1,4884,47,47,1,47,1753,1
1,213521,148,148,1,10,212382,0
1,11203,39,39,1,42,8075,1
1,74545,150,150,1,8,72053,1
0,2066,18,18,0,59,3,1
0,704,12,12,0,58,18,1
0,81855,145,145,0,10,78709,1
1,341238,26,26,1,4,338959,1
1,306062,90,90,1,43,305283,0
1,5181,103,103,1,79,4192,0
1,99079,49,49,1,2,97820,1
0,35758,4,4,0,9,35156,1
0,33620,82,82,0,38,30504,1
0,521345,22,22,0,1,518232,0
0,54155,54,54,0,10,50976,1
0,48145,1,1,0,30,47690,1
0,1005,15,15,0,55,1,1
0,9252,126,126,0,85,7177,0
0,1242,14,14,0,54,3,0
1,573456,41,41,1,3,572590,0
0,632799,45,45,0,19,629461,0
1,53098,125,125,1,34,49949,1
0,1771,17,17,0,56,5,0
0,55385,128,128,0,0,52233,1
1,6751,104,104,1,79,5450,0
1,3425,117,117,1,84,855,1
0,765509,31,31,0,22,762384,0
0,716461,42,42,0,38,713525,0
0,153763,101,101,0,21,151067,1
0,307836,151,151,0,14,304756,0
0,227216,73,73,0,44,225387,0
0,43791,67,67,0,9,40663,1
1,100486,50,50,1,13,98009,0
0,975350,133,133,0,40,972864,1
1,1651,92,92,1,63,830,1
0,4790,123,123,0,64,1644,1
