Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position
0,1713823,10,0,28,1711409
1,32772,101,1,4,29866
1,373899,32,0,5,371611
1,721934,79,0,23,719244
0,428427,92,0,20,425755
0,1324430,93,0,30,1322082
0,465591,162,0,15,462814
1,54199,35,0,55,51578
1,952113,118,1,23,949273
0,1024944,233,0,29,1022305
1,199898,39,1,19,197364
0,404584,120,0,21,402206
0,473501,202,0,23,470631
0,246580,91,0,19,243767
0,33755,30,0,41,30969
0,355891,244,0,6,353552
0,602339,48,0,30,600009
1,1100880,194,1,23,1098211
0,1123469,221,1,24,1120611
1,1147282,168,0,30,1144757
1,32977,216,1,82,30248
1,33431,29,0,52,30843
0,184674,7,0,12,182293
1,1516533,47,0,30,1514173
0,553480,173,0,1,550610
0,16153,33,0,53,13502
1,292921,245,0,6,290183
0,256062,178,0,5,253732
0,25495,54,0,58,22811
1,8691,195,0,75,6085
1,180436,213,0,11,177890
1,15222,212,0,79,12538
0,849988,205,0,23,847319
1,1919214,107,0,29,1916677
0,546874,143,0,15,544250
0,1014233,136,1,29,1011738
0,519004,251,0,7,516413
0,1161129,167,0,30,1158613
1,82609,139,0,19,79808
0,316755,121,1,24,314314
0,622377,45,0,29,620053
1,483376,100,0,24,480707
0,1176004,166,0,30,1173581
1,1015945,209,0,23,1013150
1,204433,67,0,14,201761
0,1745786,15,0,29,1743231
1,125132,85,0,4,122370
0,17633,25,1,50,14982
0,4209,123,0,66,1423
0,187941,232,0,5,185287
0,1035713,62,0,25,1032837
0,425184,137,0,16,422410
0,513629,257,0,15,510834
1,565358,87,0,30,563163
0,1115182,220,0,24,1112378
0,432436,159,1,15,429818
1,218715,59,0,17,215884
1,86749,153,1,3,84020
0,396102,74,1,19,393418
0,107074,254,1,2,104540
0,602587,46,0,29,600077
0,389747,164,1,15,387120
0,422008,200,0,17,419294
0,1065877,198,0,25,1063010
0,378614,163,0,15,375975
0,309384,112,0,5,306937
1,585607,86,0,6,583331
0,7162,23,0,48,4697
1,650434,43,0,14,647633
1,23290,218,0,47,20606
0,9867,65,0,60,7462
1,442799,201,1,23,439932
1,1695278,9,0,28,1692543
0,700388,17,0,15,697620
0,14845,51,0,57,11996
0,8092,214,0,80,5759
1,13979,197,1,77,11352
0,1045611,208,0,23,1042786
0,15062,90,0,63,12438
0,1061168,114,0,23,1059124
1,8115,172,0,46,5269
1,10893,95,0,31,8359
1,1966199,106,0,29,1963551
0,585177,204,0,23,582301
0,475012,142,0,7,472298
0,1314205,94,0,30,1311887
1,1096585,235,0,29,1093946
1,9580,196,1,76,6749
1,50888,152,0,20,48174
1,1062895,234,0,29,1060310
0,758419,49,0,21,756089
0,12594,151,0,73,9967
1,9089,217,0,82,6579
0,45075,126,1,69,42286
1,1578209,103,1,28,1575672
0,1818146,111,0,29,1815771
0,466038,176,0,24,463714
0,1851640,109,0,29,1848668
0,139709,253,0,1,138117
0,290907,119,1,21,288478
1,1171520,42,0,27,1169280
1,2047179,184,0,29,2044399
0,800723,165,0,22,798375
1,12158,13,0,40,9363
0,21771,88,0,61,19363
0,488327,203,0,23,485541
0,454333,158,0,15,451748
0,262330,243,0,6,259847
0,568854,259,0,15,566233
1,16377,145,0,71,13513
1,180486,38,0,19,177754
0,1596686,185,0,29,1594209
0,301826,242,0,29,299487
0,736453,83,0,23,733583
0,1006971,2,0,30,1005142
0,20976,61,0,43,18310
0,5331,150,0,72,2932
1,629809,115,0,13,627020
0,1816759,189,0,30,1814429
0,590672,258,1,15,588504
1,6553,122,0,65,4166
0,1152306,222,0,24,1149583
1,13678,156,0,3,10931
0,468388,72,0,6,465485
0,476059,149,1,5,473501
1,1152001,179,1,28,1149578
1,1007699,206,0,23,1005114
1,1129346,169,0,30,1126764
0,696919,77,0,23,694046
0,1156973,236,0,29,1154469
1,221070,141,0,9,218443
0,463778,84,0,16,460986
0,11062,6,0,36,8450
1,1553361,181,0,28,1550629
0,280853,68,0,23,278046
0,546370,50,0,8,543824
0,399549,238,0,16,396772
0,57145,60,0,43,54284
0,817323,82,0,23,814468
0,408107,19,1,5,405750
1,60414,227,0,84,57859
1,988200,207,0,23,985546
1,7898,12,0,39,5274
0,245264,52,0,0,242583
0,4732,125,0,68,2051
0,21506,63,0,59,18858
1,23129,128,0,70,20358
0,428401,73,0,18,425663
1,950785,134,0,29,948302
0,34218,64,0,59,31414
0,2065088,104,1,29,2062416
0,15093,157,0,19,12226
0,1251196,180,0,28,1248512
1,352788,249,0,18,350182
1,565683,140,0,6,563344
1,10603,8,0,37,7772
