Gene_Type,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,12909,144,112,10807,1
0,6110,101,100,3849,0
1,457048,91,9,454787,0
0,478833,231,6,476677,0
0,16869,153,115,14662,0
1,552888,219,15,550654,0
0,835809,98,28,833647,0
0,3770,51,88,732,1
1,828777,110,47,827212,1
1,9061,56,73,6806,1
0,2776,156,116,509,0
1,76342,180,33,73994,1
1,7765,30,42,5519,1
0,3747,24,71,1363,1
0,692573,71,19,690150,0
0,27924,7,17,26149,1
0,754574,176,26,752403,0
0,1178466,118,43,1176085,0
1,53359,117,39,52601,1
1,96434,222,5,94266,1
1,45480,198,121,43330,1
0,604953,82,20,602554,0
1,5633,13,61,4134,0
1,813661,183,37,811541,0
0,4215,73,19,1969,1
0,480713,39,4,478230,0
1,114439,9,3,112868,1
0,14957,65,75,12933,0
1,356577,108,52,354673,0
0,45278,102,18,42840,0
1,50723,122,105,48507,1
1,562476,174,10,560179,0
0,56175,86,5,53914,1
1,1621,66,94,2,1
0,4679,116,39,2307,1
0,11646,125,106,9286,1
0,487264,96,17,485114,0
0,47037,178,119,44773,1
0,371476,173,18,369323,0
0,477337,11,9,476408,0
0,828692,196,48,827244,1
1,909033,34,39,906619,0
0,1062,3,70,1,0
1,441740,94,29,439797,1
1,81519,12,5,79698,1
0,65232,218,51,62692,1
0,707127,49,23,704929,0
0,76316,29,51,74154,1
1,777368,224,31,775140,0
0,3230,129,22,921,1
0,2056,50,87,2,1
0,4947,47,85,2638,0
1,372955,230,29,370655,1
0,2326647,17,53,2325364,0
1,11060,143,31,8994,1
0,4184,235,35,1923,1
0,59089,42,56,56687,1
1,113111,169,15,111105,1
0,79561,119,56,77369,1
1,1451239,130,51,1449053,0
0,1009290,46,38,1006993,0
1,170211,124,49,168412,1
0,4516,54,90,3179,1
0,611448,113,10,610807,0
0,5046,161,117,2860,1
1,1375691,121,45,1373202,0
0,4025,167,16,1761,1
0,2650,25,34,386,1
1,689616,83,53,687517,0
1,335828,157,29,333633,1
1,1204656,199,45,1202680,0
1,7012,6,31,5501,1
1,2096,147,113,747,1
0,1138,5,107,2,0
1,8253,104,41,6340,1
1,1189025,190,51,1186812,0
1,496899,103,1,495853,0
0,15153,208,30,12949,1
0,1039862,78,37,1037046,0
0,20107,70,50,17801,1
1,799420,225,31,796943,0
0,391932,8,58,389746,1
0,3932,164,118,1401,0
0,914046,64,33,913312,0
0,244454,160,19,243822,0
0,394758,20,9,393970,0
0,574603,171,21,572120,0
1,4883,43,82,2628,1
1,252998,133,28,250869,0
0,2976,166,77,781,0
0,1159648,145,41,1157084,0
0,7454,53,89,5259,1
1,654471,77,52,652312,1
0,2907,37,72,667,0
0,4593,1,17,2230,1
0,1705791,90,53,1703299,1
1,598394,170,21,596190,0
0,2152,10,60,38,0
0,507624,193,3,505363,0
1,459000,175,10,456733,0
1,123424,232,8,121439,0
1,805063,181,38,803291,0
0,3147,44,83,535,1
0,7548,55,91,5362,0
0,11573,111,103,9210,0
0,81116,4,13,80040,1
0,703891,74,23,701787,0
0,351915,202,57,350539,1
0,6111,23,68,4843,1
1,299939,227,11,297915,1
0,115059,162,22,112891,1
0,1036,15,63,2,1
1,763015,84,37,760970,0
1,547726,136,7,545198,0
0,19404,201,122,17227,0
0,53099,223,38,50910,1
0,2191081,89,53,2188577,1
1,52834,185,0,50840,0
1,13918,123,105,11750,1
1,18062,135,108,16122,1
1,62927,151,24,60651,1
1,34512,92,97,32440,1
0,5683,57,92,3845,0
1,1835456,207,48,1833030,0
0,711734,32,23,710958,0
0,482055,114,10,479794,0
1,89110,209,16,86993,1
0,92121,141,40,90979,1
0,7735,187,79,5258,1
0,2352753,132,53,2351474,0
1,5117,217,81,2943,0
0,120751,188,3,119534,1
0,9642,212,124,7252,0
0,28514,112,104,26043,0
0,1699,87,8,101,1
1,3774,18,65,1570,0
1,468090,41,2,465892,0
1,811009,211,32,808763,0
1,619207,205,9,617003,0
0,369971,61,55,367785,0
1,10067,28,45,8418,1
1,1108,163,76,1,0
0,3468,72,95,1171,0
0,1009265,79,37,1006986,0
0,560608,182,16,558551,0
1,961848,155,36,959689,0
0,915393,63,33,914149,0
0,6868,186,120,4559,1
0,50074,191,3,47909,1
0,487691,31,18,485538,0
1,17178,109,102,14941,1
0,669010,134,16,666635,0
0,2335,172,12,101,1
0,798,168,78,1,1
1,1167843,146,41,1165567,0
