Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Location,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
1,3818,116,116,69,0,1,30,2061,1
0,497232,54,54,1,4,0,67,497002,0
1,1362603,66,66,34,0,1,40,1360342,0
1,10034,9,9,43,0,1,4,9492,0
1,705460,55,55,23,0,1,51,703286,0
1,720,117,117,48,0,1,16,1,0
1,560632,58,58,17,0,1,57,560198,0
1,160581,125,125,12,0,1,65,159610,1
1,2942,38,38,56,0,1,54,882,1
1,53693,61,61,28,0,1,5,52560,1
1,1058918,107,107,32,0,1,69,1056777,0
1,1193345,104,104,30,0,1,17,1191366,0
1,590889,94,94,15,0,1,47,588715,1
1,2356776,5,5,36,0,1,60,2355799,0
1,5081,19,19,11,0,1,39,2874,1
1,82404,8,8,37,0,1,27,80149,1
1,3053,22,22,50,0,1,46,873,0
1,501852,63,63,31,0,1,53,499696,1
1,195717,4,4,7,0,1,45,194815,0
1,454212,110,110,23,0,1,62,451945,1
1,1166328,33,33,33,0,1,61,1164352,1
1,114991,84,84,3,0,1,10,114542,1
1,161676,78,78,12,0,1,17,160684,1
1,2832,57,57,59,0,1,37,619,0
1,26356,46,46,57,0,1,32,24182,1
1,603844,95,95,15,0,1,18,602780,1
1,60797,32,32,16,0,1,22,58671,1
1,508321,37,37,2,0,1,59,506186,0
1,29015,29,29,54,0,1,9,27780,1
1,646319,101,101,13,0,1,1,643902,0
1,395040,109,109,23,0,1,62,392911,1
1,2179419,98,98,35,0,1,63,2176948,1
1,742170,80,80,23,0,1,62,739927,0
1,203063,81,81,6,0,1,39,200871,0
1,9199,103,103,66,0,1,20,7001,1
1,606833,40,40,36,0,1,13,604902,0
1,53186,23,23,0,0,1,68,51024,0
0,12912,2,2,41,1,0,49,12295,0
1,5374,106,106,67,0,1,3,4073,1
1,346367,45,45,23,0,1,62,344166,1
0,551749,35,35,17,4,0,64,551012,0
1,656983,74,74,30,0,1,38,654773,0
0,302402,49,49,12,4,0,48,301785,1
1,18169,7,7,16,0,1,2,16115,1
1,2355697,99,99,36,0,1,13,2354525,0
1,141673,126,126,12,0,1,17,140918,1
1,38921,64,64,11,0,1,66,36609,1
0,356850,24,24,39,4,0,53,356083,1
1,246323,70,70,26,0,1,2,244452,1
1,258202,87,87,25,0,1,42,255983,1
1,802663,62,62,27,0,1,3,801878,0
1,628270,41,41,15,0,1,47,627785,1
1,1105132,105,105,30,0,1,38,1103840,1
0,1157244,30,30,29,3,0,33,1157023,0
1,2001346,68,68,35,0,1,63,1998842,0
1,122127,119,119,70,0,1,42,120202,0
1,32651,28,28,53,0,1,67,31587,1
1,576256,1,1,17,0,1,57,575726,0
1,13846,11,11,44,0,1,2,12761,0
1,69895,3,3,21,0,1,15,67685,1
1,292285,128,128,24,0,1,7,290090,1
1,479217,79,79,14,0,1,40,477172,0
1,967593,59,59,36,0,1,60,965515,1
1,18788,27,27,40,0,1,30,16752,1
1,1431,21,21,49,0,1,38,1,0
1,843337,67,67,22,0,1,34,841178,0
1,27802,123,123,72,0,1,11,25553,1
0,521,0,0,51,4,0,54,3,1
1,149082,120,120,70,0,1,42,147823,0
1,630544,12,12,18,0,1,12,630077,0
1,85717,43,43,3,0,1,10,84713,1
1,2356,6,6,42,0,1,36,188,0
0,116089,77,77,2,4,0,14,115388,1
1,5373,102,102,65,0,1,20,3175,0
1,414917,90,90,18,0,1,12,412986,0
1,551038,42,42,15,0,1,18,548948,0
1,879776,20,20,25,0,1,31,877512,0
1,16562,25,25,25,0,1,42,16113,1
1,522056,129,129,14,0,1,40,520707,0
1,573072,92,92,17,0,1,56,571858,0
1,8796,48,48,4,0,1,49,6766,1
1,194168,88,88,17,0,1,56,192141,0
1,804175,50,50,23,0,1,51,801998,0
1,7341,15,15,45,0,1,23,5542,1
