Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position
0,1169344,41,41,0,44,1158920
1,7614,2,0,0,60,1030
1,609988,159,159,0,10,605538
0,1211309,164,164,0,49,1200861
1,71128,82,82,0,45,60752
1,18759,154,154,1,107,8548
1,52109,56,56,0,5,41772
1,64484,129,129,0,30,55971
0,424181,140,140,0,10,413739
0,225503,223,223,0,8,215040
0,1026196,143,143,1,49,1015775
0,330111,110,110,0,15,322282
1,458221,51,51,0,10,447770
0,685626,121,121,0,30,675331
0,18045,174,174,0,110,7588
1,108909,132,132,0,27,98518
1,47512,126,126,0,29,39092
0,775910,133,133,0,33,765552
1,22103,172,172,0,33,14689
0,332104,169,169,0,33,321641
1,7780,8,8,0,63,2
1,11317,87,87,1,30,5433
0,573981,160,160,0,10,563530
1,459416,62,62,0,34,449073
1,5380,25,25,1,75,2
1,214744,9,9,1,38,206012
1,31572,76,76,0,36,21127
1,63253,175,175,0,111,52823
0,286931,192,192,0,51,283691
0,162112,185,185,1,23,156224
1,14171,180,180,0,34,4392
1,11492,32,32,0,78,5925
1,26884,61,61,0,16,16478
1,45907,207,207,0,50,38978
0,13390,162,162,0,70,2987
0,698669,83,83,0,23,688299
0,9732,193,193,0,116,1
1,1233807,178,178,1,46,1224493
1,62951,95,95,0,53,52593
1,970184,186,186,0,46,959784
1,138304,216,216,0,13,127910
1,13701,155,155,0,108,3220
0,689245,14,14,0,29,678794
1,5595,6,6,0,62,1
0,213628,101,101,0,52,203258
0,24168,114,114,1,98,13795
1,31191,123,123,0,35,20812
0,3034,92,92,0,95,2
1,347060,220,220,0,34,339083
1,127990,152,152,1,53,117557
1,390898,219,219,0,34,380639
1,60872,208,208,0,50,50520
1,225073,35,35,0,27,217409
0,842551,213,213,0,35,832124
0,475972,78,78,0,2,470489
1,534898,115,115,0,33,529028
1,59093,70,70,0,29,53591
0,2345983,167,167,0,50,2335691
0,33876,201,201,0,121,23431
0,2017022,4,4,0,48,2011656
0,796435,42,42,1,32,786038
0,908777,38,38,0,37,898398
0,1020605,202,202,1,48,1014285
1,25728,94,94,1,55,21774
0,13163,66,66,0,87,2601
0,789447,214,214,1,35,779023
0,7954,194,194,0,117,2
0,743366,12,12,1,28,733188
0,1028641,19,19,0,40,1018586
1,69531,218,218,0,13,59128
0,5243,69,69,0,88,2
0,9826,22,22,0,74,2831
1,12411,135,135,1,102,1858
0,6482,3,3,0,61,3
1,78813,198,198,0,51,72588
1,12312,197,197,0,51,7990
1,40663,199,199,0,120,30197
1,51361,102,102,0,27,40991
0,288082,210,210,0,50,277652
0,328819,65,65,0,30,318764
1,127475,173,173,0,54,117093
1,32850,188,188,0,9,28143
0,207695,53,53,0,15,204667
1,36235,217,217,0,13,25871
0,11147,33,33,0,79,4143
0,1351353,156,156,1,46,1340908
0,656937,158,158,0,22,646543
0,745319,40,40,0,32,734937
1,353296,98,98,0,51,348857
0,7476,0,1,0,59,127
1,21015,77,77,0,18,14486
0,5481,157,157,0,109,1
1,5231,27,27,0,66,1
1,78745,64,64,0,43,68291
0,574518,144,144,1,12,565420
1,27113,195,195,1,118,16665
0,647211,118,118,1,46,636820
1,802151,13,13,0,50,791817
0,65194,21,21,0,0,54806
1,6388,125,125,0,100,323
0,296067,111,111,1,33,288610
0,62219,39,39,0,82,51870
1,19188,34,34,0,80,11071
1,34912,171,171,0,33,27714
0,239506,163,163,0,15,231410
0,595061,49,49,1,25,584655
1,52443,44,44,1,48,42064
0,5929,153,153,0,69,3
1,35770,43,43,1,83,25298
