Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Chromosome_Id,Genomic_Start_Position
0,0,1160395,346,346,3,55,22,1159709
0,0,18293,403,403,3,156,95,17649
0,0,7200,132,132,4,24,45,6637
0,0,55025,358,358,4,100,83,54438
0,0,1464254,86,86,4,96,28,1463646
1,0,494817,200,200,4,14,23,494134
0,0,2016292,328,328,4,62,27,2015537
0,0,9057,387,387,4,90,90,8128
0,0,4555,130,130,4,130,64,3962
0,0,683253,96,96,4,57,28,682675
0,0,844685,367,367,3,112,22,844098
0,0,112468,400,400,1,37,94,111971
0,0,4870,339,339,4,139,78,4217
0,0,2682,262,262,4,130,76,1954
1,0,163066,7,7,4,142,8,162521
0,0,1955674,331,331,4,160,28,1955171
1,0,756041,97,97,4,96,28,755460
1,0,1368555,308,308,4,75,28,1367977
1,0,1487064,90,90,4,28,28,1486369
1,0,44362,299,299,3,121,15,43754
0,0,265007,256,256,4,5,23,264339
0,0,128464,415,415,2,7,14,128075
1,0,1921473,106,106,4,57,28,1920904
0,0,458814,351,351,4,99,17,458125
0,0,316703,370,370,4,46,16,316059
0,0,548591,223,223,2,41,19,548190
0,0,1604078,114,114,4,75,28,1603452
0,0,85370,59,59,4,76,58,84681
0,0,17407,259,259,4,43,74,16820
0,0,1033564,296,296,4,167,18,1032920
0,0,1738968,26,26,3,41,27,1738420
1,0,6677,378,378,4,89,86,6162
1,0,278070,219,219,4,157,3,277438
0,0,1731530,335,335,4,57,28,1730895
0,0,477620,203,203,4,112,6,476973
0,0,567879,380,380,2,88,20,567310
0,0,10321,124,124,4,43,61,9749
0,0,1686468,110,110,4,96,28,1685914
0,0,7629,227,227,4,43,70,6979
0,0,1645,355,355,4,104,83,1004
1,0,376974,53,53,4,150,3,376393
1,0,807869,23,23,3,117,27,807330
1,0,426818,134,134,4,128,4,426186
1,0,39701,50,50,4,43,57,39237
0,0,307213,257,257,4,14,23,306524
1,0,782,44,44,4,126,54,129
1,0,1132814,316,316,4,57,28,1132212
1,0,36247,70,70,4,63,15,35642
1,0,170789,66,66,4,31,14,170208
1,0,717564,268,268,4,122,27,716974
1,0,1637787,112,112,4,57,28,1637185
0,0,487905,167,167,4,150,3,487330
1,0,628319,181,181,3,65,13,627354
0,0,1932015,105,105,4,96,28,1931470
0,0,2027,38,38,4,71,52,1341
0,0,1743790,334,334,4,57,28,1743146
0,0,515441,204,204,4,65,6,514617
1,0,1118634,318,318,4,152,28,1117975
0,0,347837,17,17,3,9,3,347313
0,0,250738,322,322,4,157,3,250097
1,0,1579,2,2,4,166,34,1004
0,0,570400,74,74,4,114,7,569783
1,0,552848,142,142,4,163,22,552180
0,0,52129,263,263,4,130,76,51491
1,0,19103,379,379,3,31,86,18480
0,0,4829,255,255,4,38,73,4128
1,0,603114,236,236,4,15,10,602248
0,0,436400,11,11,4,26,16,435816
0,0,1148872,409,409,4,34,27,1148204
0,0,339516,222,222,4,82,3,338926
1,0,1581481,212,212,4,84,26,1580900
1,0,1081012,405,405,4,169,27,1080440
0,0,15668,343,343,4,20,79,15015
1,0,6518,302,302,4,150,1,5874
1,0,33001,18,18,4,47,14,32291
1,0,504309,427,427,3,145,4,503911
1,0,668902,146,146,4,77,22,668282
