Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,1,674303,17,1,14,673725,3,0
1,8,905931,42,1,8,905182,3,0
1,21,570089,27,1,8,569511,3,0
1,0,478865,38,1,9,478194,3,1
1,29,1661430,19,1,12,1660327,1,1
1,25,9043,55,1,18,8369,3,0
1,5,605502,68,1,5,604933,3,1
1,29,1573901,39,1,12,1573260,1,1
1,33,37689,22,1,24,37021,3,0
1,7,4852,24,1,25,4175,3,1
1,29,509037,87,1,2,508240,3,0
1,0,1104782,83,1,9,1104102,3,0
1,20,670988,34,1,13,670362,3,1
0,3,1346554,52,0,14,1345826,4,1
1,21,1064488,67,1,8,1063814,3,0
1,39,1507852,60,1,12,1507205,1,1
0,24,226568,59,0,1,225903,4,0
1,39,1732531,56,1,12,1731896,3,0
1,33,2154696,62,1,13,2154196,3,0
1,26,1153891,11,1,11,1153361,3,0
1,0,1164151,80,1,9,1163459,3,0
1,15,430900,26,1,6,430274,3,0
1,0,23414,75,1,36,22770,3,1
1,0,1142124,79,1,9,1141357,3,0
1,1,1170502,53,1,14,1169873,3,0
0,31,487905,31,0,1,487330,4,0
1,29,1565614,1,1,12,1565111,3,1
1,38,743660,16,1,14,742947,3,1
1,13,40393,25,1,16,39713,3,0
1,34,947466,43,1,8,947014,6,1
1,8,458055,69,1,8,457426,1,1
1,8,17347,20,1,23,16595,3,0
1,18,16318,35,1,28,15653,3,0
1,21,829209,73,1,8,828511,1,0
0,12,388745,86,0,2,388080,4,1
1,23,28212,64,1,34,27637,3,0
1,39,1702393,4,1,12,1701380,3,1
1,28,547641,33,1,3,547144,3,1
1,37,10697,77,1,19,10023,3,0
1,34,738855,28,1,8,738181,3,0
1,0,590414,57,1,0,589821,3,1
1,4,136301,84,1,7,135930,3,0
1,0,179239,37,1,10,178622,3,1
1,11,17274,13,1,21,16765,1,1
0,24,430064,8,0,1,429414,4,1
1,27,18257,76,1,37,17595,1,1
1,9,7133,45,1,30,6462,1,0
1,17,17466,30,1,26,16792,3,0
1,12,624606,15,1,13,623983,3,0
0,17,1721960,41,0,12,1721430,4,0
1,36,7796,50,1,32,7137,3,0
1,39,1654501,40,1,12,1653854,1,1
1,14,1832,12,1,21,1149,1,1
1,12,2105453,23,1,13,2104848,3,1
1,2,11162,78,1,38,10509,3,0
1,23,20358,63,1,34,19783,3,1
1,39,1548861,61,1,12,1548016,3,1
1,12,974933,46,1,13,974307,3,0
1,39,1690792,3,1,12,1690151,3,1
1,22,9429,44,1,29,8836,3,0
1,12,840636,5,1,13,840031,3,1
1,35,755,54,1,18,93,3,0
1,0,1091842,81,1,9,1091081,3,0
1,19,4297,74,1,35,3704,3,1
1,12,989314,47,1,13,988862,1,0
1,38,381646,9,1,14,381053,3,0
1,24,5579,85,1,39,4953,3,1
1,0,1192387,82,1,9,1191707,3,0
1,21,1154177,66,1,8,1153497,1,1
1,16,25270,48,1,31,24593,3,0
1,11,468982,18,1,0,468374,3,0
0,40,1728460,2,0,12,1728161,2,0
1,21,490761,71,1,8,490084,3,0
1,0,524975,58,1,0,524382,3,1
1,34,587573,72,1,8,586902,3,0
1,16,4340,21,1,23,3579,3,0
1,6,5600,51,1,33,4947,0,1
1,12,2529,29,1,17,1873,5,1
1,10,3403,14,1,22,2810,1,0
1,4,71817,10,1,20,71311,1,0
1,30,1266,0,1,40,595,3,0
1,34,475933,70,1,8,475256,1,0
1,33,1682099,7,1,13,1681482,3,0
1,32,7594,6,1,15,6935,3,1
1,23,472195,49,1,4,471323,3,1
1,6,4574,32,1,27,3870,1,0
1,39,1728056,36,1,12,1727928,1,0
1,23,68829,65,1,34,68515,3,1
