Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Location,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,301826,242,242,31,2,0,86,299487,0
0,125132,82,82,4,2,0,46,122370,1
1,387675,28,28,5,1,1,101,385183,0
0,736453,80,80,23,3,0,70,733583,0
0,190552,81,81,21,2,0,50,188093,1
0,1516533,43,43,32,2,0,60,1514173,1
0,476728,160,160,15,2,0,104,474101,0
0,54199,31,31,58,2,0,45,51578,1
0,988200,208,208,23,2,0,34,985546,1
0,1062895,233,233,31,2,0,82,1060310,1
0,246580,88,88,19,2,0,6,243767,0
0,758419,46,46,22,2,0,21,756089,0
0,488327,204,204,23,3,0,22,485541,0
1,322020,236,236,19,1,1,90,319249,0
0,33755,25,25,44,2,0,54,30969,0
0,423886,68,68,6,2,0,115,421607,1
0,993191,44,44,32,2,0,60,990858,1
1,1150558,194,194,23,1,1,85,1147775,1
0,1152306,222,222,24,2,0,114,1149583,0
0,1161129,167,167,32,2,0,110,1158613,0
1,32977,216,216,85,1,1,113,30248,1
0,33431,24,24,55,2,0,95,30843,1
0,504459,247,247,12,2,0,109,501763,1
0,1757922,190,190,32,2,0,33,1755496,1
0,553480,175,175,1,3,0,64,550610,0
0,16153,29,29,56,2,0,45,13502,0
0,355891,244,244,6,2,0,115,353552,0
0,309384,109,109,5,2,0,120,306937,0
0,25495,52,52,61,2,0,95,22811,0
0,8691,197,197,78,2,0,29,6085,1
0,200907,151,151,11,2,0,48,198367,0
0,15222,213,213,82,2,0,8,12538,1
0,867065,115,115,23,2,0,70,864531,0
0,1966199,102,102,31,2,0,39,1963551,1
0,557682,143,143,15,2,0,104,555076,0
0,1024944,232,232,31,2,0,82,1022305,0
0,556640,254,254,7,2,0,94,553878,0
0,1176004,166,166,32,2,0,102,1173581,0
0,156435,33,33,19,3,0,82,153649,1
0,447956,178,178,24,2,0,63,445458,1
0,735391,127,127,31,2,0,72,733043,0
0,1102343,226,226,24,2,0,75,1099539,0
0,1314205,91,91,32,2,0,110,1311887,0
0,1034195,210,210,23,2,0,5,1031508,1
0,650434,39,39,14,3,0,37,647633,1
0,1800605,107,107,31,2,0,72,1797939,1
0,187941,231,231,5,2,0,36,185287,0
1,17633,20,20,53,1,1,63,14982,0
0,4209,120,120,69,2,0,66,1423,0
0,198843,126,126,5,2,0,76,196225,0
0,1065877,200,200,26,2,0,108,1063010,0
0,432191,134,134,16,2,0,17,429708,0
0,536061,258,258,15,2,0,84,533287,0
0,568671,174,174,32,2,0,2,566338,1
1,1123469,221,221,24,1,1,91,1120611,0
0,443238,158,158,15,2,0,103,440629,0
0,422008,202,202,17,2,0,32,419294,0
0,125047,38,38,3,2,0,43,122324,1
0,50888,153,153,20,2,0,51,48174,1
1,107074,256,256,2,1,1,71,104540,0
0,622377,41,41,31,2,0,10,620053,0
0,404953,162,162,15,2,0,84,402317,0
0,352788,251,251,18,2,0,108,350182,1
0,185153,22,22,27,2,0,129,182502,0
1,389747,165,165,15,1,1,127,387120,0
0,373899,27,27,5,2,0,26,371611,1
0,475012,141,141,7,2,0,112,472298,0
0,7162,18,18,51,2,0,45,4697,0
0,378614,164,164,15,2,0,84,375975,0
0,23290,218,218,50,2,0,72,20606,1
0,9867,62,62,63,2,0,95,7462,0
0,473501,203,203,23,3,0,121,470631,0
0,1713823,7,7,30,2,0,83,1711409,0
0,381075,237,237,16,2,0,17,378301,0
0,14845,49,49,60,3,0,50,11996,0
0,8092,214,214,83,2,0,43,5759,0
1,13979,199,199,80,1,1,0,11352,1
0,1053239,111,111,23,2,0,3,1050549,0
0,15062,87,87,66,2,0,45,12438,0
1,1100880,196,196,23,1,1,38,1098211,1
0,8115,173,173,49,3,0,44,5269,1
0,379418,171,171,34,2,0,51,376740,1
0,2047179,186,186,31,2,0,78,2044399,1
0,665447,75,75,23,3,0,22,662586,1
0,519004,253,253,7,2,0,73,516413,0
0,1324430,90,90,32,2,0,60,1322082,0
0,1156973,235,235,31,2,0,30,1154469,0
1,9580,198,198,79,1,1,37,6749,1
0,428427,89,89,20,3,0,81,425755,0
0,1096585,234,234,31,2,0,98,1093946,1
0,810651,170,170,22,2,0,123,808318,0
0,12594,152,152,76,2,0,45,9967,0
0,9089,217,217,85,2,0,23,6579,1
1,45075,123,123,72,1,1,25,42286,0
1,1611964,99,99,30,1,1,80,1609262,1
0,1828534,106,106,31,2,0,82,1825916,0
0,483376,96,96,24,2,0,105,480707,1
0,1865809,104,104,31,2,0,72,1862957,0
0,139709,255,255,1,2,0,87,138117,0
0,404584,117,117,22,2,0,89,402206,0
0,1731005,192,192,29,3,0,9,1728183,0
0,2060220,185,185,31,2,0,98,2057611,1
1,255561,16,16,23,1,1,38,253126,0
0,12158,10,10,43,2,0,53,9363,1
0,21771,85,85,64,2,0,45,19363,0
0,506933,17,17,23,3,0,70,504105,0
0,465591,163,163,15,2,0,111,462814,0
0,292921,245,245,6,2,0,118,290183,1
0,579976,259,259,15,2,0,84,577358,0
0,16377,145,145,74,2,0,45,13513,1
1,199898,35,35,19,1,1,90,197364,1
1,1633076,188,188,31,1,1,28,1630521,0
0,602587,42,42,31,2,0,82,600077,0
0,768058,77,77,23,2,0,70,765323,0
0,1129346,169,169,32,2,0,60,1126764,1
0,20976,59,59,46,2,0,10,18310,0
0,5331,150,150,75,2,0,95,2932,0
0,204433,64,64,14,2,0,44,201761,1
0,1825289,189,189,32,2,0,60,1822929,0
0,700388,14,14,15,2,0,104,697620,0
0,6553,119,119,68,2,0,61,4166,1
0,1169591,223,223,24,3,0,105,1166769,0
0,13678,156,156,3,2,0,16,10931,1
0,565683,139,139,6,2,0,115,563344,1
0,262330,243,243,6,2,0,81,259847,0
0,1251196,182,182,30,2,0,119,1248512,0
0,1015945,209,209,23,2,0,70,1013150,1
0,1147282,168,168,32,2,0,60,1144757,1
0,721934,76,76,23,2,0,34,719244,1
1,1582479,187,187,31,1,1,93,1579936,0
0,237391,72,72,9,2,0,20,234584,1
