Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Location,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
1,1657997,65,65,5,1,1,1,1656996,1
1,58538,61,61,5,1,1,1,57471,0
1,1602456,69,69,6,1,1,26,1601461,1
1,2778067,77,77,9,9,1,18,2777256,1
1,24068,2,2,13,1,1,31,22974,1
1,13874,55,55,3,1,1,21,12861,0
1,2701234,75,75,9,9,1,18,2700800,1
1,12370,13,13,17,9,1,9,11651,1
1,37606,14,14,18,1,1,10,36634,0
1,42462,6,6,1,1,1,19,41643,1
1,40888,71,71,8,1,1,24,39787,0
1,316194,33,33,10,7,1,34,315103,0
1,4787888,40,40,12,6,1,29,4786968,1
1,1525212,67,67,6,1,1,23,1524124,1
1,110828,86,86,9,1,1,12,110240,0
1,123255,0,0,0,10,1,23,122167,1
1,161602,45,45,10,3,1,34,161114,0
1,512368,52,52,10,1,1,17,511387,1
1,91953,85,85,9,1,1,18,91237,0
1,106006,73,73,8,1,1,24,105019,0
1,43863,56,56,3,1,1,21,42899,0
1,504,27,27,30,10,1,32,1,1
1,102323,72,72,8,1,1,24,101223,0
1,4675093,39,39,12,7,1,35,4674135,1
1,11481,4,4,1,10,1,19,10372,1
1,276140,74,74,9,9,1,18,275810,0
1,4624842,38,38,12,5,1,35,4624609,0
1,4902805,42,42,12,4,1,35,4901729,1
1,1458246,66,66,6,1,1,26,1457223,1
1,99841,58,58,3,1,1,21,98736,0
1,28694,12,12,16,1,1,20,27603,0
1,11216,17,17,21,9,1,28,10914,0
1,1627435,64,64,5,1,1,4,1626329,1
1,27963,5,5,1,0,1,8,26928,1
1,35768,24,24,27,10,1,24,34899,1
1,2828316,79,79,9,9,1,12,2828057,1
1,1059325,37,37,2,1,1,14,1058269,1
1,43876,3,3,13,1,1,31,42775,1
1,1519931,63,63,5,1,1,1,1518837,1
0,3881350,36,36,11,2,0,2,3880631,0
1,52860,57,57,3,1,1,21,51868,0
1,54319,84,84,9,1,1,18,54090,0
1,169178,9,9,15,1,1,30,168184,1
1,147163,1,1,0,1,1,23,146132,1
1,8695,28,28,31,1,1,22,7658,0
1,20072,19,19,23,1,1,0,19761,0
1,9372,15,15,19,9,1,4,8812,0
1,280404,46,46,10,1,1,34,279292,0
1,2894078,80,80,9,9,1,12,2893272,1
1,4461,21,21,25,1,1,3,3660,1
1,2768972,76,76,9,9,1,12,2768302,1
1,39682,8,8,15,1,1,6,38872,0
1,488570,51,51,10,1,1,17,487527,1
1,20661,30,30,33,1,1,13,19786,1
1,26009,23,23,26,1,1,5,25214,0
1,136147,87,87,9,8,1,18,135143,0
1,365765,48,48,10,1,1,17,364669,1
1,2793037,78,78,9,9,1,12,2792413,0
1,9545,18,18,22,1,1,25,8451,1
1,346788,47,47,10,1,1,17,345770,0
1,4928890,44,44,12,4,1,35,4928031,0
1,7466,70,70,7,1,1,6,6656,0
1,2619,26,26,29,1,1,0,1549,1
1,384305,49,49,10,5,1,17,383880,1
1,642121,53,53,10,1,1,17,641041,1
1,5116,31,31,34,1,1,16,4451,0
1,27304,83,83,9,1,1,18,26720,0
1,1552224,68,68,6,1,1,23,1551602,1
1,24585,20,20,24,1,1,32,23647,1
0,48649,34,34,11,2,0,33,48272,1
1,3039694,82,82,9,9,1,18,3039010,0
1,46062,60,60,5,1,1,4,45070,0
0,1336926,35,35,11,2,0,2,1336549,0
1,1480230,62,62,5,1,1,1,1479247,1
1,194569,11,11,15,9,1,30,194282,1
1,17950,22,22,26,1,1,5,17621,0
1,4917356,43,43,12,4,1,35,4916496,1
1,173247,10,10,15,1,1,30,172157,1
1,61655,7,7,14,1,1,15,60688,0
1,1748,32,32,35,1,1,33,855,1
1,1499119,59,59,4,1,1,27,1498235,1
1,440767,50,50,10,1,1,34,439669,1
1,4877098,41,41,12,4,1,29,4876662,1
1,11287,29,29,32,1,1,11,10360,0
1,2402,54,54,3,1,1,7,1251,0
1,8016,16,16,20,9,1,35,6937,1
1,2945516,81,81,9,9,1,12,2945082,1
1,54340,25,25,28,1,1,17,53434,0
