Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Location,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
1,9240,50,49,41,10,1,14,7686,0
0,4776857,67,66,14,9,0,53,4776225,1
0,673514,115,114,13,8,0,11,671973,1
1,208752,101,100,13,10,1,1,207286,1
1,1474,46,45,37,10,1,9,24,0
0,98113,58,57,14,12,0,23,96665,1
0,234927,102,101,13,8,0,5,233464,1
1,4785610,89,88,15,6,1,35,4785032,1
1,1589097,132,131,8,10,1,7,1587573,1
1,4067975,81,80,12,10,1,34,4066581,0
1,6514,21,21,23,10,1,17,4976,1
0,1673892,126,125,7,0,0,41,1672390,1
1,466780,107,106,13,13,1,1,465860,1
1,34085,96,95,13,12,1,22,32568,0
1,1182456,118,117,4,10,1,21,1180816,1
1,4696555,86,85,15,4,1,35,4695357,0
1,286908,140,139,11,10,1,39,285556,0
1,4496,20,20,22,10,1,28,3127,1
1,222454,160,159,11,10,1,39,222215,0
1,10546,18,18,20,10,1,19,9201,1
1,268059,139,138,11,10,1,39,266604,0
0,1338858,59,58,14,9,0,53,1337821,0
0,140801,159,158,11,8,0,34,139203,0
0,3300734,64,63,14,8,0,23,3299619,0
1,147206,98,97,13,10,1,1,145692,1
0,4874210,71,70,14,8,0,23,4872705,1
1,63306,41,40,32,10,1,34,61772,0
1,70716,136,135,10,10,1,46,69197,0
1,2751752,62,61,14,8,1,25,2750562,0
0,4658068,85,84,15,8,0,48,4656557,0
1,501101,108,107,13,10,1,22,499566,1
1,135030,13,13,18,10,1,47,133507,0
0,4811681,70,69,14,8,0,23,4810350,1
1,43444,97,96,13,14,1,22,41978,0
1,4055896,79,78,12,10,1,10,4054376,0
0,26455,54,53,14,12,0,53,24893,1
1,131645,12,12,18,10,1,11,130001,0
1,2653794,143,142,11,10,1,13,2652725,1
1,3085393,154,153,11,10,1,39,3083824,1
0,96632,120,119,5,8,0,30,95058,0
1,1587516,121,120,6,10,1,31,1585925,1
0,4967327,74,73,14,8,0,23,4966602,1
1,55488,38,37,31,10,1,0,53963,1
1,12451,43,42,34,10,1,19,11360,1
1,1565211,131,130,8,10,1,7,1563723,1
1,87159,57,56,14,12,1,15,85747,1
0,4109268,65,64,14,8,0,23,4108888,0
1,13747,42,41,33,11,1,1,12274,0
0,31216,35,34,31,9,0,49,29741,1
0,593688,112,111,13,8,0,5,592108,1
1,660088,114,113,13,10,1,22,658460,1
1,2769881,144,143,11,10,1,39,2769468,1
0,2161844,61,60,14,8,0,23,2161053,0
0,138222,158,157,11,9,0,34,136702,0
1,32771,45,44,36,10,1,52,31464,0
1,8894,22,22,24,10,1,40,7986,1
0,1783574,127,126,7,0,0,4,1782018,0
0,47692,55,54,14,12,0,36,46340,1
1,158094,99,98,13,10,1,22,156706,1
0,1629760,124,123,7,8,0,4,1628255,1
0,1799779,60,59,14,0,0,53,1798304,1
1,4769841,88,87,15,3,1,35,4768519,0
1,4866989,92,91,15,1,1,35,4866255,1
1,2963001,151,150,11,10,1,13,2961642,0
1,4815043,91,90,15,2,1,35,4813653,1
0,126989,138,137,10,9,0,12,125412,0
0,47277,39,38,32,9,0,42,45691,0
1,3088628,155,154,11,10,1,13,3087307,1
1,4871690,93,92,15,1,1,35,4870365,1
1,194108,14,14,18,10,1,47,192547,1
0,40024,7,7,0,8,0,32,38597,1
1,21634,29,29,27,11,1,23,20639,0
1,117932,4,4,16,10,1,45,116413,1
1,10341,8,8,1,10,1,56,9201,0
1,335414,106,105,13,10,1,22,333937,1
0,5667,48,47,39,8,0,48,4153,0
0,4883498,73,72,14,9,0,23,4881942,1
1,4722977,87,86,15,10,1,42,4721453,1
0,76678,56,55,14,12,0,23,74915,1
0,4790735,69,68,14,9,0,53,4789134,1
1,2900714,150,149,11,10,1,39,2899262,1
1,138167,6,6,16,10,1,45,137305,1
1,244383,104,103,13,10,1,22,242828,1
1,15756,28,28,26,11,1,53,14452,1
0,682801,116,115,13,9,0,5,681272,1
0,616961,113,112,13,8,0,11,615417,1
1,56811,3,3,16,10,1,54,55260,1
1,4875012,94,93,15,5,1,35,4874521,1
1,1633265,125,124,7,10,1,8,1631685,1
0,4782124,68,67,14,9,0,53,4781585,1
1,4912,17,17,20,10,1,19,4080,1
0,4971029,75,74,14,8,0,23,4969470,1
1,113223,157,156,11,10,1,13,111766,0
1,121323,5,5,16,10,1,45,119770,1
0,4877715,72,71,14,9,0,23,4876315,1
1,4626801,84,83,15,3,1,42,4625572,0
0,1579460,123,122,7,9,0,41,1577859,1
1,2797682,147,146,11,10,1,39,2796528,0
0,19432,0,0,16,9,0,6,17837,1
1,1622,52,51,14,12,1,25,585,1
1,5571,32,32,30,10,1,44,4160,1
1,56392,10,10,17,10,1,38,54844,0
1,34585,36,35,31,10,1,48,33074,1
0,5380636,77,76,14,8,0,23,5379008,0
1,1565816,122,121,7,10,1,8,1564291,1
0,2882434,63,62,14,9,0,23,2880989,0
0,1789201,128,127,7,0,0,4,1788008,0
1,2991723,153,152,11,10,1,39,2990299,1
1,107750,137,136,10,10,1,54,106153,0
1,1494614,130,129,8,10,1,7,1493022,1
1,16196,24,24,24,10,1,14,14732,0
1,13354,33,33,30,10,1,27,11827,1
1,45373,135,134,10,10,1,54,43850,0
0,1792811,129,128,7,0,0,4,1791306,0
0,2586486,142,141,11,9,0,26,2584942,0
0,3074,31,31,29,8,0,3,1527,1
1,20786,19,19,21,10,1,2,19221,0
1,582162,111,110,13,10,1,1,580638,1
0,4064628,80,79,12,0,0,57,4063192,0
1,1176353,117,116,4,10,1,21,1175359,1
1,13439,23,23,24,10,1,40,11985,0
1,10376,53,52,14,7,1,25,9589,1
1,29574,15,15,19,10,1,43,28997,0
1,18623,34,160,30,10,1,44,18300,1
0,10563,47,46,38,8,0,51,9100,1
0,53263,2,2,16,9,0,6,51710,1
1,2842847,149,148,11,10,1,13,2842087,1
0,4592637,83,82,15,8,0,48,4591225,0
1,9494,49,48,40,10,1,16,7965,1
1,2436,16,16,20,10,1,24,1291,1
0,23403,30,30,28,8,0,33,22009,1
0,5282553,76,75,14,8,0,23,5281459,0
1,35078,134,133,10,10,1,54,33526,0
0,309925,105,104,13,9,0,11,308399,0
0,8343,26,26,25,8,0,37,6676,1
1,6149,11,11,18,10,1,47,4551,0
1,13271,44,43,35,10,1,18,11830,0
1,511211,109,108,13,3,1,1,509571,1
0,4542881,66,65,14,8,0,23,4541535,0
1,11536,9,9,17,10,1,38,10562,0
1,53099,40,39,32,10,1,34,52045,0
0,1057855,78,77,3,9,0,46,1056242,1
0,4803585,90,89,15,9,0,48,4802227,1
1,4907622,95,94,15,3,1,42,4906250,1
1,546312,110,109,13,10,1,1,544894,1
1,22525,1,1,16,10,1,54,20999,1
1,2790703,146,145,11,10,1,13,2789186,1
1,2557165,141,140,11,10,1,39,2556965,1
1,4097911,82,81,12,10,1,20,4096637,0
1,9188,133,132,9,10,1,55,7638,0
1,1190683,119,118,4,10,1,50,1189121,1
1,189308,100,99,13,10,1,22,187760,0
1,16687,51,50,42,10,1,29,14902,1
0,237565,103,102,13,8,0,11,236150,1
1,41821,37,36,31,10,1,0,40324,1
1,6249,25,25,2,10,1,40,4591,0
1,2810144,148,147,11,10,1,24,2809842,1
0,2972153,152,151,11,8,0,26,2970543,0
1,34744,156,155,11,10,1,39,33178,0
1,12732,27,27,26,11,1,38,11219,1
1,2775177,145,144,11,10,1,39,2774642,1
