Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,98,7608,41,41,1,89,6745,5,1
1,114,326018,98,98,1,22,323649,5,0
1,16,476915,37,37,1,3,476025,5,0
1,71,114401,60,60,1,59,112584,5,1
1,91,2332647,195,195,1,54,2330257,5,0
1,140,80177,230,230,1,13,78453,5,1
1,92,8014,80,80,1,10,5234,5,1
1,61,557,86,86,1,105,3,5,1
1,72,74182,14,14,1,21,73355,5,1
0,50,346408,201,201,0,60,346178,4,1
1,78,921959,61,61,1,35,919047,5,0
1,9,1129891,142,142,1,42,1128836,5,0
1,12,2216,40,40,1,88,1884,5,0
1,76,40192,221,221,1,63,38090,5,1
1,123,612,68,68,1,43,103,5,1
1,136,929,171,171,1,128,3,5,0
1,120,9109,149,149,1,27,6119,5,1
1,120,35665,147,147,1,27,33647,5,1
1,34,223303,152,152,1,24,221369,5,0
1,87,30441,191,191,1,131,27628,5,1
1,75,1639600,194,194,1,53,1637255,5,0
1,7,67398,219,219,1,52,66466,5,1
1,64,122795,35,35,1,8,121053,5,0
1,9,1121147,211,211,1,42,1120731,5,0
1,132,216652,229,229,1,26,216302,5,1
1,71,53404,239,239,1,37,53066,5,1
1,16,20561,116,116,1,40,20007,5,1
1,8,215357,59,59,1,25,214062,5,1
1,104,543960,133,133,1,6,542011,5,0
1,88,23503,234,234,1,5,21764,5,1
1,76,56787,222,222,1,63,55507,5,1
1,86,857583,105,105,1,32,854629,5,0
1,34,615828,182,182,1,24,612868,5,0
0,48,282,114,114,0,84,1,2,1
1,113,640889,120,120,1,14,638082,5,0
1,13,119855,177,177,1,7,118959,5,1
0,109,202126,73,73,0,57,201683,2,0
0,36,157631,180,180,0,50,157230,2,0
0,45,218,151,151,0,122,3,1,0
1,62,578507,183,183,1,24,577500,5,0
1,102,835,4,4,1,87,1,5,0
1,59,12423,124,124,1,25,10753,5,1
1,140,100170,26,26,1,13,98553,5,1
1,21,74123,119,119,1,58,73479,5,1
1,60,17384,121,121,1,114,15111,5,1
1,16,395,197,197,1,85,3,5,1
0,95,1415811,19,19,0,46,1415230,1,0
1,133,229154,238,238,1,7,227562,5,0
1,24,47729,118,118,1,58,46503,5,1
1,10,10942,196,196,1,30,10619,5,1
1,70,45868,108,108,1,45,44981,5,1
1,137,10805,102,102,1,111,10074,5,0
1,120,706956,36,36,1,27,704473,5,0
0,129,4265,62,62,0,99,3411,2,0
1,98,8105,56,56,1,96,5802,5,1
1,19,1034156,71,71,1,38,1031220,5,0
1,69,1842055,205,205,1,49,1840004,5,0
1,22,7838,212,212,1,134,7741,5,1
1,17,4117,6,6,1,64,2168,5,1
0,116,1411,1,1,0,71,1097,2,0
1,72,51751,103,103,1,21,49106,5,0
1,1,2184398,82,82,1,54,2181870,5,1
1,21,76293,27,27,1,58,74227,5,1
1,112,28437,215,215,1,54,25624,5,1
1,22,1399795,23,23,1,46,1397420,5,0
1,59,6985,78,78,1,102,4031,5,1
1,29,46358,88,88,1,15,44298,5,1
1,108,1122061,141,141,1,42,1121249,5,0
1,57,57738,223,223,1,63,56893,5,1
1,123,11717,172,172,1,129,11061,5,0
1,107,629366,204,204,1,46,627348,5,0
1,130,34648,28,28,1,37,31775,5,1
1,91,41471,153,153,1,54,39177,5,1
1,134,42976,227,227,1,39,42014,5,1
1,32,2400,163,163,1,125,211,5,0
1,41,3058,135,135,1,119,647,5,0
