Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,121,2058,40,40,1,89,1,5,0
1,114,326018,98,98,1,22,323649,5,0
1,15,476915,37,37,1,3,476025,5,0
1,70,114401,60,60,1,59,112584,5,1
1,91,2332647,196,196,1,54,2330257,5,0
1,140,80177,230,230,1,13,78453,5,1
1,92,8014,80,80,1,10,5234,5,1
1,36,38673,85,85,1,105,38134,5,1
1,71,74182,14,14,1,21,73355,5,1
0,49,346408,202,202,0,60,346178,4,1
1,77,921959,61,61,1,35,919047,5,0
1,9,1129891,142,142,1,42,1128836,5,0
1,82,1242,4,4,1,88,1100,5,0
1,75,40192,221,221,1,63,38090,5,1
1,123,612,67,67,1,43,103,5,1
1,79,1320,167,167,1,128,4,5,1
1,120,9109,149,149,1,27,6119,5,1
1,120,35665,147,147,1,27,33647,5,1
1,33,223303,152,152,1,24,221369,5,0
1,87,13228,190,190,1,132,10472,5,1
1,74,1639600,195,195,1,53,1637255,5,0
1,7,67398,219,219,1,52,66466,5,1
1,63,122795,35,35,1,8,121053,5,0
1,9,1121147,212,212,1,42,1120731,5,0
1,131,216652,229,229,1,26,216302,5,1
1,70,53404,239,239,1,37,53066,5,1
1,15,20561,116,116,1,40,20007,5,1
1,8,215357,59,59,1,25,214062,5,1
1,104,543960,133,133,1,6,542011,5,0
1,88,23503,234,234,1,5,21764,5,1
1,75,56787,222,222,1,63,55507,5,1
1,86,857583,105,105,1,32,854629,5,0
1,33,615828,182,182,1,24,612868,5,0
0,47,282,114,114,0,84,1,2,1
1,113,640889,120,120,1,14,638082,5,0
1,12,119855,177,177,1,7,118959,5,1
0,109,202126,73,73,0,57,201683,2,0
0,35,157631,180,180,0,50,157230,2,0
1,13,4197,145,145,1,122,3526,5,1
1,61,578507,183,183,1,24,577500,5,0
0,73,1238,210,210,0,87,288,1,1
1,58,12423,124,124,1,25,10753,5,1
1,140,100170,26,26,1,13,98553,5,1
1,20,74123,119,119,1,58,73479,5,1
1,12,18217,115,115,1,114,15659,5,0
1,23,3521,172,172,1,85,564,5,0
0,95,1415811,19,19,0,46,1415230,1,0
1,133,229154,238,238,1,7,227562,5,0
1,24,47729,118,118,1,58,46503,5,1
1,10,10942,197,197,1,30,10619,5,1
1,69,45868,108,108,1,45,44981,5,1
1,27,11981,100,100,1,111,9216,5,0
1,120,706956,36,36,1,27,704473,5,0
1,139,6341,58,58,1,99,3546,5,0
0,57,2270,55,55,0,96,1968,0,1
1,18,1034156,71,71,1,38,1031220,5,0
1,68,1842055,206,206,1,49,1840004,5,0
1,96,45115,200,200,1,135,42281,5,0
1,16,4117,6,6,1,64,2168,5,1
0,116,1411,1,1,0,71,1097,2,0
1,71,51751,103,103,1,21,49106,5,0
1,1,2184398,82,82,1,54,2181870,5,1
1,20,76293,27,27,1,58,74227,5,1
1,112,28437,215,215,1,54,25624,5,1
1,21,1399795,23,23,1,46,1397420,5,0
1,135,8610,75,75,1,102,7165,5,0
1,29,46358,88,88,1,15,44298,5,1
1,108,1122061,141,141,1,42,1121249,5,0
1,56,57738,223,223,1,63,56893,5,1
1,136,929,171,171,1,129,3,5,0
1,107,629366,205,205,1,46,627348,5,0
1,129,34648,28,28,1,37,31775,5,1
1,91,41471,153,153,1,54,39177,5,1
1,134,42976,227,227,1,39,42014,5,1
1,110,23344,162,162,1,125,21104,5,0
1,74,26957,134,134,1,119,26184,5,0
0,25,71748,32,32,0,52,71398,0,1
0,119,202086,211,211,0,56,201577,2,0
1,84,368350,47,47,1,56,367493,5,0
1,56,83691,193,193,1,2,83233,5,1
1,128,33312,76,76,1,38,32212,5,1
1,89,1050263,155,155,1,47,1049748,5,0
1,53,358301,169,169,1,56,355485,5,0
1,8,23148,136,136,1,41,20869,5,1
1,129,1686,2,2,1,74,1,5,1
1,2,4959,96,96,1,109,2632,5,0
0,93,1130987,143,143,0,42,1130442,1,0
1,131,33975,34,34,1,26,32362,5,1
1,83,47107,231,231,1,13,46339,5,1
1,118,25397,148,148,1,27,23602,5,1
1,37,215,5,5,1,117,3,5,0
1,77,254233,176,176,1,35,251879,5,1
1,42,6051,106,106,1,83,3256,5,0
1,4,270124,225,225,1,53,267929,5,0
1,127,5666,166,166,1,127,3972,5,0
1,98,8105,56,56,1,97,5802,5,1
1,121,27721,87,87,1,82,25157,5,0
