Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Chromosome_Id,Genomic_Start_Position
0,320234,147,23,15,319014
1,81801,40,11,45,80905
1,15410,226,2,38,14340
0,2162466,66,11,19,2161639
0,779639,95,2,14,778437
1,1098996,239,3,18,1097833
1,444826,201,11,14,443996
0,1077230,227,11,15,1076451
1,33929,169,20,2,32910
0,1422032,55,15,19,1421220
1,652441,52,2,8,651695
0,402463,87,21,5,401243
0,18040,108,23,58,16886
1,402910,139,11,14,402068
0,1153229,240,22,18,1151997
1,750678,156,24,18,750031
1,9906,4,22,23,8728
1,12258,155,23,69,11053
1,2202990,65,24,19,2202343
0,1011398,159,1,18,1010715
0,375897,23,26,19,375253
1,992655,211,11,14,991897
1,4632,137,22,32,3406
0,581117,205,15,14,580287
1,493669,121,33,15,492404
1,749602,56,16,19,748862
0,1832,61,22,47,591
0,217780,244,12,5,216641
1,1088191,238,16,18,1087412
0,822069,208,18,14,821287
0,10709,218,2,78,9531
0,23056,193,18,74,22262
0,691455,92,11,14,690643
0,497406,34,2,4,496306
1,365512,36,23,4,364310
0,9985,151,0,66,9303
0,4174,29,2,42,2966
0,1070767,196,11,14,1069991
1,599280,204,11,14,598465
1,26139,27,11,42,25351
1,182780,42,2,12,181743
0,196658,242,14,5,195561
1,394684,22,1,14,394031
0,1897997,128,11,18,1897239
1,1860,163,0,70,1114
0,589228,206,23,14,588062
0,400728,176,0,15,399566
0,617253,207,11,14,616495
0,745129,162,2,9,744176
0,1428734,54,26,19,1428093
1,1968229,126,11,18,1967444
0,13702,26,2,41,12743
0,1193619,232,1,15,1192936
0,210588,243,20,5,209491
0,17599,79,2,51,16553
0,1057942,133,22,14,1056725
1,663709,105,11,18,662936
0,1471918,183,5,17,1470884
1,884301,141,2,14,883339
0,18090,97,29,53,17131
1,1783506,130,11,18,1782673
0,1194158,233,0,15,1193721
1,5205,98,2,54,4201
0,177073,106,2,20,175745
0,153559,235,29,80,152606
0,4472,216,23,76,3321
1,979496,116,29,19,978543
1,1905082,69,11,19,1904309
1,27009,45,2,28,25858
0,38006,197,11,75,37197
0,1221966,178,14,17,1220947
1,226729,43,0,12,226322
0,76658,39,0,45,76494
1,987733,114,0,19,987176
1,937169,158,2,18,936387
1,416187,122,23,15,415021
1,983808,115,29,19,982858
1,497744,120,33,15,496932
1,3831,170,2,73,3070
0,3587,164,2,71,2544
1,10011,38,11,44,9199
0,1474427,53,27,19,1473666
0,36547,223,9,37,35690
1,531335,174,0,1,530982
1,477748,119,2,15,476525
1,1925877,68,2,19,1925107
1,1564778,74,16,19,1564014
0,1106541,228,22,15,1105297
1,15525,110,8,31,14710
1,2102,112,2,59,1101
1,178084,111,21,16,176870
1,712890,93,18,14,712129
1,77581,8,20,8,76523
0,855470,140,7,14,854496
1,1677,77,28,49,712
0,301271,148,18,15,300510
0,11639,198,2,75,10170
1,2202884,185,24,18,2202237
1,1487286,181,14,17,1486264
1,2879,135,11,62,2091
0,12102,220,0,35,11231
1,563168,90,2,14,561921
1,12897,5,0,24,11857
0,878597,143,11,14,877761
0,2640,172,2,33,1327
1,2089274,125,24,18,2088630
0,384191,37,14,4,383100
1,323886,161,25,11,323095
0,571633,48,11,7,570836
0,684782,58,29,19,683826
0,914563,157,26,18,913814
0,31139,62,22,48,29922
0,1247221,180,2,17,1246121
1,1222996,107,16,19,1222181
0,297062,81,22,14,295851
0,1049347,134,15,14,1048619
1,36628,46,23,28,35402
1,1131697,171,2,19,1130438
0,31870,222,11,37,31118
1,295086,101,2,12,293887
1,946792,6,22,14,945539
0,2901,221,2,36,1762
0,1639752,124,19,17,1638709
0,644758,118,25,6,643769
1,17814,236,28,80,16873
1,826530,12,18,18,825718
0,335,10,0,25,3
1,7239,184,2,0,5971
0,41030,153,2,68,39978
0,19059,168,11,72,18244
0,1188618,194,30,14,1187623
0,1745136,192,16,19,1744339
1,2521,109,2,58,1283
0,250812,146,22,15,249592
0,731234,57,11,19,730422
1,1075329,3,1,14,1075195
0,137805,160,2,12,136807
0,492438,202,22,14,491209
0,1604402,189,17,18,1603254
1,11189,50,23,46,10047
1,13960,13,2,26,13361
0,39296,63,22,48,38151
1,375903,35,20,4,374896
0,12268,237,22,81,10958
1,2097143,191,11,19,2096334
0,13009,154,23,68,11804
0,550504,49,11,7,549704
1,11743,224,11,37,10985
0,556235,173,2,1,555144
0,1165493,230,11,15,1164663
0,381597,14,2,10,380962
1,9178,76,11,29,8375
1,2165485,186,24,18,2164835
0,41345,80,32,30,40839
0,29968,166,2,72,28721
0,358168,103,24,18,357524
1,517373,21,2,14,516597
0,37518,31,11,27,36670
0,1588977,123,30,17,1588012
1,1147481,177,7,17,1146423
0,15379,219,11,78,14528
0,77977,41,11,3,77144
0,658646,91,11,14,657867
1,3650,150,6,65,2478
1,551759,89,2,14,550737
1,35179,44,2,13,34406
1,614,51,0,46,222
1,1921338,127,2,18,1920505
1,287088,100,2,12,285889
0,1173402,231,18,15,1172566
1,37248,167,23,72,35989
1,55904,32,2,27,55386
0,1887968,129,2,18,1886823
0,432927,247,14,5,431740
1,13082,113,0,60,12327
0,386514,175,22,15,385279
0,832741,210,22,14,831566
0,28969,25,1,40,28568
0,738,2,0,22,1
0,5008,9,11,25,4142
1,227094,18,1,12,226831
0,14090,64,22,48,12945
1,1026,225,0,79,841
0,1863,104,18,57,1015
1,2029082,19,22,19,2027874
0,445921,17,2,4,445157
0,251858,20,0,14,251211
1,1022329,213,18,14,1021526
0,23025,136,0,63,22318
1,1675,215,11,34,854
0,26635,165,33,72,25832
1,2151652,67,9,19,2150759
0,2155792,187,24,18,2155145
0,392050,88,0,12,391007
1,19523,47,23,28,18321
0,1687805,71,4,19,1687044
0,10624,96,31,52,9845
0,266241,144,11,15,265438
0,313431,85,11,14,312547
0,486743,59,14,1,485586
0,285745,83,11,14,284939
1,827468,209,2,14,826311
0,1047,1,25,21,259
1,265814,200,25,11,265029
0,18784,99,18,55,18002
1,997273,212,11,14,996476
0,305564,86,8,14,304740
1,13592,102,2,56,12324
1,30765,28,11,42,29968
0,422034,16,14,4,420934
1,941707,7,11,14,940901
0,12388,138,0,64,11468
1,269718,149,2,19,269074
1,65754,234,28,80,64810
1,1522877,182,25,17,1521903
1,17173,217,23,77,16040
0,13948,30,10,43,13148
0,387281,11,23,14,386064
0,290434,82,2,14,289571
1,975187,117,29,19,974237
0,1679298,73,25,19,1678525
0,6002,241,2,82,5043
1,1592913,75,33,19,1591840
0,663114,15,2,19,662260
1,432941,203,0,14,432381
0,277578,84,11,14,276769
1,4723,24,2,39,4340
1,23810,60,22,47,22572
0,231201,246,27,5,230431
0,2142542,188,25,18,2141583
0,13418,152,16,67,12669
0,1694274,70,24,19,1693627
0,25842,199,2,75,24370
0,9998,78,2,50,9753
0,1577124,190,12,18,1576114
0,1229889,179,20,17,1228786
0,1778534,131,13,18,1777443
1,1152958,195,2,14,1151783
0,907521,142,22,14,906301
0,23852,33,33,27,23046
0,1148502,229,11,15,1147669
1,655,0,2,83,2
0,223492,245,33,5,222386
0,1631767,72,24,19,1631120
1,667923,94,2,14,666610
0,272963,214,16,15,272211
0,11872,132,2,61,11348
0,247509,145,11,15,246700
