Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Gene_Type,Chromosome_Id,Genomic_Start_Position
0,493953,88,2,1,14,493609
0,9446,82,2,1,39,7647
0,5255,74,3,0,20,2763
0,287968,36,0,0,14,286817
1,2113129,4,2,1,18,2112008
0,456990,39,2,1,5,456034
0,524283,29,2,1,6,523744
0,446968,57,2,1,18,445976
1,389254,85,2,1,10,388238
0,415,78,3,0,38,74
0,34900,84,2,1,41,34403
1,1568049,34,3,0,18,1567459
0,806760,71,2,1,12,805210
1,752839,24,2,1,18,752246
1,1050401,92,2,1,17,1050087
1,435956,9,2,1,4,435030
0,796791,68,2,1,13,795304
1,57693,64,2,1,11,56791
1,1786875,48,2,1,17,1786159
0,776048,26,2,1,12,775092
0,155295,91,2,1,42,154171
0,14817,16,4,0,26,14209
0,74492,21,2,1,3,73803
1,1037381,93,2,1,17,1036476
0,1751697,6,1,1,17,1751281
0,318778,37,2,1,14,318386
1,1078009,0,2,1,14,1077569
0,994934,13,2,1,13,993237
0,556441,28,0,0,6,555500
0,1575106,49,2,1,17,1574483
0,810033,67,2,1,13,808633
1,1226536,44,2,1,18,1225625
0,415202,8,0,0,4,414870
1,520133,89,2,1,14,519183
1,579,46,4,0,32,1
0,1605890,80,2,1,17,1605162
1,1285729,43,2,1,18,1284860
0,767190,27,2,1,12,766081
1,145136,60,2,1,7,143469
1,6256,14,3,0,24,4343
1,3678,42,2,1,30,1996
1,434997,7,0,0,4,434554
0,457660,40,0,0,5,457121
1,26464,55,2,1,34,24623
0,43740,65,0,0,2,43105
1,623355,25,0,0,6,622414
0,310242,38,2,1,14,309811
0,409340,95,0,0,18,408633
1,14261,90,3,0,21,11517
0,292232,50,0,0,4,291777
1,1643722,32,2,1,18,1642802
1,84542,20,2,1,28,84111
1,2665,12,3,0,23,1541
1,1180888,79,2,1,16,1179752
0,309976,53,3,0,15,309383
1,598,61,4,0,35,2
0,876723,52,0,0,14,875551
1,1445532,22,2,1,18,1444765
1,829655,3,2,1,17,828978
1,1493,83,2,1,40,471
1,1115404,70,2,1,18,1114712
1,2418,11,2,1,22,715
1,447558,87,2,1,14,447142
0,1735953,73,0,0,16,1735636
0,1067748,81,2,1,14,1067248
1,2026309,10,0,0,18,2025506
1,483,19,2,1,28,1
0,1735532,72,3,0,16,1734645
1,647282,5,2,1,18,646296
0,787501,69,2,1,13,786539
1,18905,63,3,0,37,17574
0,703062,66,2,1,17,702091
0,1021876,56,2,1,17,1021316
1,3924,62,2,1,36,2239
0,302448,35,2,1,14,301999
0,796821,76,2,1,12,795886
1,15756,45,2,1,31,14755
0,232541,30,2,1,0,231249
0,459577,77,3,0,15,458618
0,747945,59,3,0,9,745645
0,156954,97,2,1,1,155782
1,479784,86,2,1,10,478387
0,12112,18,0,0,27,11726
1,3821,15,3,0,25,1521
0,1680779,33,2,1,18,1680060
1,11816,47,3,0,33,9516
1,571767,75,2,1,18,570709
1,1658775,31,2,1,18,1658077
0,1430208,23,2,1,18,1429318
0,1217,96,2,1,43,24
1,75990,1,2,1,8,74263
1,828817,2,0,0,17,828224
0,408301,94,2,1,18,407363
0,1000,41,2,1,29,2
0,571876,58,2,1,5,570902
1,2307,51,2,1,19,1621
0,322283,54,2,1,15,321357
0,11716,17,0,0,27,11321
