Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Location,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
1,674303,17,17,14,3,1,1,673725,0
1,947466,43,43,8,6,1,34,947014,1
1,587573,71,71,8,3,1,34,586902,0
1,478865,38,38,9,3,1,0,478194,1
1,1661430,19,19,12,1,1,29,1660327,1
1,9043,55,55,18,3,1,26,8369,0
1,430900,26,26,5,3,1,16,430274,0
1,1573901,39,39,12,1,1,29,1573260,1
1,37689,22,22,24,3,1,33,37021,0
1,4852,24,24,25,3,1,7,4175,1
0,546401,87,87,2,4,0,39,545733,1
1,1104782,82,82,9,3,1,0,1104102,0
1,670988,34,34,13,3,1,21,670362,1
0,1346554,52,52,14,4,0,3,1345826,1
1,1154177,66,66,8,1,1,22,1153497,1
1,1507852,60,60,12,1,1,39,1507205,1
0,226568,59,59,1,4,0,25,225903,0
1,1732531,56,56,12,3,1,39,1731896,0
1,2154696,62,62,13,3,1,33,2154196,0
1,1153891,11,11,11,3,1,27,1153361,0
1,1164151,79,79,9,3,1,0,1163459,0
1,136301,83,83,6,3,1,4,135930,0
1,23414,74,74,36,3,1,0,22770,1
1,1142124,78,78,9,3,1,0,1141357,0
1,1170502,53,53,14,3,1,1,1169873,0
0,388745,85,85,2,4,0,13,388080,1
1,1565614,1,1,12,3,1,29,1565111,1
1,743660,16,16,14,3,1,38,742947,1
1,40393,25,25,16,3,1,14,39713,0
1,1064488,67,67,8,3,1,22,1063814,0
1,475933,69,69,8,1,1,34,475256,0
1,17347,20,20,23,3,1,8,16595,0
1,16318,35,35,28,3,1,19,15653,0
1,905931,42,42,8,3,1,8,905182,0
1,509037,86,86,2,3,1,29,508240,0
1,28212,64,64,34,3,1,24,27637,0
1,1702393,5,5,12,3,1,39,1701380,1
1,472195,49,49,3,3,1,24,471323,1
1,10697,76,76,19,3,1,37,10023,0
1,829209,72,72,8,1,1,22,828511,0
1,590414,57,57,0,3,1,0,589821,1
1,211568,30,30,7,3,1,12,210975,0
1,179239,37,37,10,3,1,0,178622,1
1,17274,13,13,21,1,1,11,16765,1
0,487905,32,32,1,4,0,31,487330,0
1,18257,75,75,37,1,1,28,17595,1
1,7133,45,45,30,1,1,9,6462,0
1,17466,31,31,26,3,1,18,16792,0
1,624606,15,15,13,3,1,13,623983,0
0,1721960,41,41,12,4,0,18,1721430,0
1,7796,50,50,32,3,1,36,7137,0
1,1654501,40,40,12,1,1,39,1653854,1
1,1832,12,12,21,1,1,15,1149,1
1,2105453,23,23,13,3,1,13,2104848,1
1,11162,77,77,38,3,1,2,10509,0
1,20358,63,63,34,3,1,24,19783,1
1,1548861,61,61,12,3,1,39,1548016,1
1,974933,46,46,13,3,1,13,974307,0
1,1690792,4,4,12,3,1,39,1690151,1
1,9429,44,44,29,3,1,23,8836,0
1,840636,6,6,13,3,1,13,840031,1
1,755,54,54,18,3,1,35,93,0
1,1091842,80,80,9,3,1,0,1091081,0
1,4297,73,73,35,3,1,20,3704,1
1,989314,47,47,13,1,1,13,988862,0
1,381646,9,9,14,3,1,38,381053,0
1,5579,84,84,39,3,1,25,4953,1
1,1192387,81,81,9,3,1,0,1191707,0
1,405260,3,3,9,3,1,0,404595,0
1,25270,48,48,31,3,1,17,24593,0
1,468982,18,18,0,3,1,11,468374,0
0,1728460,2,2,12,2,0,40,1728161,0
1,570089,27,27,8,3,1,22,569511,0
1,524975,58,58,0,3,1,0,524382,1
1,738855,28,28,8,3,1,34,738181,0
1,4340,21,21,23,3,1,17,3579,0
1,5600,51,51,33,0,1,6,4947,1
1,2529,29,29,17,5,1,13,1873,1
1,3403,14,14,22,1,1,10,2810,0
1,71817,10,10,20,1,1,4,71311,0
1,1266,0,0,40,3,1,30,595,0
1,490761,70,70,8,3,1,22,490084,0
1,1682099,8,8,13,3,1,33,1681482,0
1,7594,7,7,15,3,1,32,6935,1
1,605502,68,68,4,3,1,5,604933,1
1,4574,33,33,27,1,1,6,3870,0
1,1728056,36,36,12,1,1,39,1727928,0
1,68829,65,65,34,3,1,24,68515,1
