Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Chromosome_Id,Genomic_Start_Position
1,1037760,369,4,22,1037092
0,18293,404,3,95,17649
0,7200,136,4,45,6637
0,55025,359,4,83,54438
0,1457890,91,4,28,1457246
1,487260,204,4,23,486679
0,1995197,221,4,27,1994529
0,9057,388,4,90,8128
0,4555,133,4,64,3962
0,622513,27,4,28,621803
1,807166,154,4,22,806492
0,112468,401,1,94,111971
0,4870,341,4,78,4217
0,2682,268,4,76,1954
1,163066,8,4,8,162521
0,1955674,333,4,28,1955171
0,735451,97,4,28,734867
1,1357417,312,4,28,1356881
1,1481322,94,4,28,1480762
1,36247,73,4,15,35642
0,1187163,347,4,22,1186465
0,120884,35,2,14,120498
1,1921473,109,4,28,1920904
0,438865,352,4,17,438233
0,308712,370,4,16,308044
0,1033564,301,4,18,1032920
0,1578872,120,4,28,1578312
0,85370,62,4,58,84681
0,17407,265,4,74,16820
0,497483,126,4,17,496893
1,1707996,29,4,27,1707370
1,6677,379,4,86,6162
1,278070,226,4,3,277438
0,1731530,337,4,28,1730895
0,477620,209,4,6,476973
0,565167,382,2,20,564760
0,10321,127,4,61,9749
0,1686468,113,4,28,1685914
0,7629,234,4,70,6979
0,1645,356,4,83,1004
1,376974,56,4,3,376393
0,767988,275,4,27,767290
1,426818,139,4,4,426186
1,39701,53,4,57,39237
0,265007,263,4,23,264339
1,782,47,4,54,129
1,1118634,321,4,28,1117975
1,30799,74,4,15,30158
1,159847,68,4,14,159101
0,694973,309,4,27,694383
1,1637787,115,4,28,1637185
0,487905,171,4,3,487330
1,356421,430,3,13,355831
0,1932015,108,4,28,1931470
0,2027,40,4,52,1341
0,1743790,336,4,28,1743146
0,515441,210,4,6,514617
1,1109679,318,4,28,1109041
0,347837,18,3,3,347313
0,250738,325,4,3,250097
1,1579,3,4,34,1004
0,570400,77,4,7,569783
0,544317,148,1,22,543658
0,52129,269,4,76,51491
1,19103,380,3,86,18480
0,4829,262,4,73,4128
1,599763,237,4,10,598996
0,430625,12,4,16,430509
1,1142859,409,4,27,1142287
0,339516,229,4,3,338926
1,1413348,213,4,26,1412725
1,1066542,405,4,27,1065931
0,15668,345,4,79,15015
1,6518,306,4,1,5874
1,26110,308,4,14,25487
1,504309,428,3,4,503911
1,610947,367,4,22,610288
0,1935320,220,4,27,1934724
0,216763,324,4,3,216122
1,588625,159,3,4,587969
0,416038,383,4,31,415541
1,463493,102,3,0,462885
1,14001,394,4,92,13402
0,276224,138,4,22,275592
1,602338,322,4,6,601643
1,1845,389,2,91,1489
0,314714,123,4,12,314181
0,1464254,90,4,28,1463646
1,1100102,407,4,27,1099440
0,444695,32,4,3,444042
0,42175,386,4,88,41594
0,9261,129,4,62,8539
0,382637,58,4,3,382086
1,35038,305,4,1,34388
0,410050,252,4,16,409331
1,13194,350,3,81,12661
1,641578,84,4,11,640880
1,320021,423,4,4,319437
0,70385,302,4,15,69732
0,2893,384,4,87,2228
1,36160,20,4,14,35462
1,628319,186,3,13,627354
0,978860,280,1,27,978390
0,288480,176,4,17,287506
0,331967,155,4,16,331098
0,467996,365,4,22,467418
0,1344856,201,4,21,1344239
0,340144,413,4,14,339536
0,218124,168,4,17,217234
0,17055,49,4,56,16375
1,1049,288,4,48,204
1,789660,153,4,22,789061
1,855201,24,4,27,854569
1,281,10,5,36,3
0,16035,343,4,78,15472
1,301818,283,4,14,301183
1,6125,11,4,36,5631
0,578960,78,4,7,578253
0,1665163,30,4,27,1664528
1,538452,147,4,22,537880
0,278450,248,4,16,277617
0,473006,258,4,16,472107
0,16573,167,4,66,15977
0,1236,125,4,44,691
1,2152710,107,4,28,2152117
0,750998,203,4,16,750414
1,497850,298,4,10,497083
1,653543,85,4,11,652923
1,698962,98,4,28,698387
1,350824,414,2,14,350453
1,584282,134,4,10,583626
0,425782,143,2,14,425384
0,1183104,327,4,26,1182499
0,160801,403,4,94,160181
0,10872,105,3,60,10210
1,412598,285,4,30,411981
1,514088,297,4,10,513441
