Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Chromosome_Id,Genomic_Start_Position
0,493953,86,2,14,493609
0,9446,80,2,39,7647
0,5255,72,3,20,2763
0,287968,35,0,14,286817
1,2113129,4,2,18,2112008
1,339503,95,2,5,338613
0,524283,28,2,6,523744
0,446968,56,2,18,445976
1,389254,83,2,10,388238
0,415,76,3,38,74
0,34900,82,2,41,34403
1,1568049,33,3,18,1567459
0,806760,69,2,12,805210
1,752839,23,2,18,752246
1,1050401,91,2,17,1050087
1,434997,7,0,4,434554
0,796791,66,2,13,795304
1,57693,62,2,11,56791
1,1786875,47,2,17,1786159
0,776048,25,2,12,775092
0,155295,89,2,42,154171
0,14817,15,4,26,14209
0,74492,20,2,3,73803
1,1037381,92,2,17,1036476
0,1751697,6,1,17,1751281
0,318778,36,2,14,318386
1,1078009,0,2,14,1077569
0,994934,12,2,13,993237
0,556441,27,0,6,555500
0,1575106,48,2,17,1574483
0,810033,65,2,13,808633
1,1226536,43,2,18,1225625
0,292232,49,0,4,291777
1,520133,87,2,14,519183
1,579,45,4,32,1
0,1605890,78,2,17,1605162
1,1285729,42,2,18,1284860
0,767190,26,2,12,766081
1,145136,58,2,7,143469
1,6256,13,3,24,4343
1,3678,41,2,30,1996
0,415202,8,0,4,414870
0,456990,38,2,5,456034
1,26464,54,2,34,24623
0,43740,63,0,2,43105
1,623355,24,0,6,622414
0,310242,37,2,14,309811
0,409340,94,0,18,408633
1,14261,88,3,21,11517
1,69017,90,5,4,68592
1,1643722,31,2,18,1642802
1,84542,19,2,28,84111
1,2665,11,3,23,1541
1,1180888,77,2,16,1179752
0,309976,52,3,15,309383
1,598,59,4,35,2
0,876723,51,0,14,875551
1,1445532,21,2,18,1444765
1,829655,3,2,17,828978
1,1493,81,2,40,471
1,1115404,68,2,18,1114712
1,2418,10,2,22,715
1,447558,85,2,14,447142
0,1735953,71,0,16,1735636
0,1067748,79,2,14,1067248
1,2026309,9,0,18,2025506
1,483,18,2,28,1
0,1735532,70,3,16,1734645
1,647282,5,2,18,646296
0,787501,67,2,13,786539
1,18905,61,3,37,17574
0,703062,64,2,17,702091
0,1021876,55,2,17,1021316
1,3924,60,2,36,2239
0,302448,34,2,14,301999
0,796821,74,2,12,795886
1,15756,44,2,31,14755
0,232541,29,2,0,231249
0,459577,75,3,15,458618
0,747945,57,3,9,745645
0,156954,97,2,1,155782
1,479784,84,2,10,478387
0,12112,17,0,27,11726
1,3821,14,3,25,1521
0,1680779,32,2,18,1680060
1,11816,46,3,33,9516
1,571767,73,2,18,570709
1,1658775,30,2,18,1658077
0,1430208,22,2,18,1429318
0,1217,96,2,43,24
1,75990,1,2,8,74263
1,828817,2,0,17,828224
0,408301,93,2,18,407363
0,1000,40,2,29,2
0,457660,39,0,5,457121
1,2307,50,2,19,1621
0,322283,53,2,15,321357
0,11716,16,0,27,11321
