Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position
1,435022,85,1,14,434327
0,905931,44,1,8,905182
0,570089,28,1,8,569511
0,435780,40,1,9,435106
1,1654501,42,1,12,1653854
0,755,55,1,18,93
1,605502,69,1,5,604933
1,1565614,1,1,12,1565111
0,17347,20,1,23,16595
0,37689,22,1,24,37021
0,509037,87,1,2,508240
0,1091842,80,1,9,1091081
0,624606,14,1,13,623983
0,1204819,54,0,14,1204091
0,1064488,68,1,8,1063814
0,1153891,10,1,11,1153361
0,226568,60,0,1,225903
0,1728460,2,0,12,1728161
1,2105453,23,1,13,2104848
1,179239,38,1,10,178622
0,1142124,78,1,9,1141357
0,430900,27,1,6,430274
1,23414,75,1,34,22770
0,1104782,82,1,9,1104102
1,743660,16,1,14,742947
0,487905,32,0,1,487330
1,1560119,62,1,12,1559271
0,674303,17,1,14,673725
0,59496,24,1,15,58780
1,947466,45,1,8,947014
1,458055,70,1,8,457426
0,4340,21,1,23,3579
0,4574,33,1,27,3870
0,829209,74,1,8,828511
1,388745,86,0,2,388080
1,20358,64,1,33,19783
1,1690792,3,1,12,1690151
1,547641,34,1,3,547144
0,9043,56,1,18,8369
0,738855,29,1,8,738181
1,590414,58,1,0,589821
0,136301,83,1,7,135930
0,1192387,81,1,9,1191707
1,8575,11,1,21,7376
1,430064,7,0,1,429414
1,18257,76,1,35,17595
0,9429,46,1,29,8836
1,4852,25,1,25,4175
0,1732531,57,1,12,1731896
1,1702393,4,1,12,1701380
0,25270,50,1,30,24593
1,1607447,41,1,12,1606965
0,71817,9,1,20,71311
0,1682099,6,1,13,1681482
0,11162,77,1,36,10509
1,5600,53,1,32,4947
1,1507852,61,1,12,1507205
1,840636,5,1,13,840031
1,1661430,19,1,12,1660327
0,16318,36,1,28,15653
0,696859,35,1,13,696377
1,2529,30,1,17,1873
1,478865,39,1,9,478194
1,68829,66,1,33,68515
0,974933,47,1,13,974307
0,2154696,63,1,13,2154196
1,5579,84,1,37,4953
0,1172053,79,1,9,1171373
1,1154177,67,1,8,1153497
1,11752,49,1,30,11012
0,468982,18,1,0,468374
0,1728056,37,1,12,1727928
0,490761,72,1,8,490084
1,524975,59,1,0,524382
0,587573,73,1,8,586902
0,3403,13,1,22,2810
0,7796,52,1,31,7137
0,40393,26,1,16,39713
1,17274,12,1,21,16765
0,10604,8,1,19,9996
0,1266,0,1,38,595
0,475933,71,1,8,475256
0,989314,48,1,13,988862
0,1528548,15,1,14,1527883
1,472195,51,1,4,471323
0,17466,31,1,26,16792
0,1721960,43,0,12,1721430
0,28212,65,1,33,27637
