Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
1,3818,116,116,1,70,2061,1
0,497232,54,54,0,1,497002,0
1,1362603,67,67,1,35,1360342,0
1,10034,9,9,1,44,9492,0
1,705460,55,55,1,24,703286,0
1,720,117,117,1,49,1,0
0,551749,34,34,0,18,551012,0
1,160581,125,125,1,12,159610,1
1,2942,37,37,1,57,882,1
1,53693,62,62,1,29,52560,1
1,1058918,107,107,1,33,1056777,0
1,1193345,104,104,1,31,1191366,0
1,590889,94,94,1,15,588715,1
1,2356776,5,5,1,37,2355799,0
1,5081,19,19,1,11,2874,1
1,82404,8,8,1,38,80149,1
1,3053,22,22,1,51,873,0
1,501852,64,64,1,32,499696,1
1,195717,4,4,1,7,194815,0
1,454212,110,110,1,24,451945,1
1,1166328,32,32,1,34,1164352,1
1,114991,85,85,1,3,114542,1
1,161676,79,79,1,12,160684,1
1,2832,57,57,1,60,619,0
1,26356,45,45,1,58,24182,1
1,603844,95,95,1,15,602780,1
1,18169,7,7,1,16,16115,1
1,508321,36,36,1,2,506186,0
1,29015,29,29,1,55,27780,1
1,646319,101,101,1,13,643902,0
1,395040,109,109,1,24,392911,1
1,2179419,98,98,1,36,2176948,1
1,742170,81,81,1,24,739927,0
1,203063,82,82,1,6,200871,0
1,9199,103,103,1,67,7001,1
1,606833,39,39,1,37,604902,0
1,53186,23,23,1,0,51024,0
0,12912,2,2,0,42,12295,0
1,5374,106,106,1,68,4073,1
1,346367,44,44,1,24,344166,1
1,194168,89,89,1,18,192141,0
1,656983,75,75,1,31,654773,0
0,302402,48,48,0,12,301785,1
1,628874,61,61,1,15,628374,1
1,2355697,99,99,1,37,2354525,0
1,141673,126,126,1,12,140918,1
1,38921,65,65,1,11,36609,1
0,356850,24,24,0,40,356083,1
1,246323,71,71,1,27,244452,1
1,258202,88,88,1,26,255983,1
1,802663,63,63,1,28,801878,0
1,628270,40,40,1,15,627785,1
1,1105132,105,105,1,31,1103840,1
0,1157244,30,30,0,30,1157023,0
1,2001346,69,69,1,36,1998842,0
1,122127,119,119,1,71,120202,0
1,32651,28,28,1,54,31587,1
1,576256,1,1,1,18,575726,0
1,13846,11,11,1,45,12761,0
1,69895,3,3,1,22,67685,1
1,292285,128,128,1,25,290090,1
1,479217,80,80,1,14,477172,0
1,967593,59,59,1,37,965515,1
1,18788,27,27,1,41,16752,1
1,1431,21,21,1,50,1,0
1,843337,68,68,1,23,841178,0
1,27802,123,123,1,73,25553,1
0,521,0,0,0,52,3,1
1,149082,120,120,1,71,147823,0
1,630544,12,12,1,19,630077,0
1,85717,42,42,1,3,84713,1
1,2356,6,6,1,43,188,0
0,116089,78,78,0,2,115388,1
1,5373,102,102,1,66,3175,0
1,414917,91,91,1,19,412986,0
1,551038,41,41,1,15,548948,0
1,879776,20,20,1,26,877512,0
1,16562,25,25,1,26,16113,1
1,522056,129,129,1,14,520707,0
1,560632,58,58,1,18,560198,0
1,8796,47,47,1,4,6766,1
0,242101,49,49,0,17,241769,0
1,804175,50,50,1,24,801998,0
1,7341,15,15,1,46,5542,1
1,1092022,122,122,1,36,1090076,1
1,853635,113,113,1,31,852247,0
1,6731,38,38,1,28,4560,1
1,24063,90,90,1,65,21859,0
0,569,77,77,0,62,3,1
1,605835,112,112,1,31,604711,1
1,20468,93,93,1,5,18309,1
1,47761,115,115,1,70,45575,0
1,80858,13,13,1,37,80019,1
1,143770,130,130,1,8,141896,0
1,40865,17,17,1,22,38190,1
1,17708,31,31,1,56,16425,1
1,107570,33,33,1,10,105642,1
1,238993,72,72,1,25,236726,1
1,5239,53,53,1,59,3059,1
1,2117,26,26,1,53,3,1
1,45873,86,86,1,64,43711,1
1,305003,100,100,1,24,302736,0
1,724179,14,14,1,19,722086,0
1,564263,35,35,1,36,562332,1
1,487684,132,132,1,19,485708,0
1,9794,121,121,1,72,7884,1
1,395811,52,52,1,21,393328,0
1,399746,92,92,1,19,397836,0
1,510087,18,18,1,31,508918,0
1,640806,111,111,1,10,638620,0
1,630340,43,43,1,20,629867,0
1,45587,118,118,1,71,43530,1
1,12118,56,56,1,47,9896,0
0,591642,60,60,0,15,591283,1
1,28251,114,114,1,69,27310,0
1,15656,51,51,1,1,13635,1
1,551317,83,83,1,19,549344,0
1,2323,70,70,1,61,1850,0
1,17469,87,87,1,48,15220,0
1,2747,84,84,1,63,2046,0
1,1525088,97,97,1,35,1523784,1
1,1220025,96,96,1,35,1218841,0
1,1560715,16,16,1,37,1558235,1
1,8315,10,10,1,31,7779,1
1,415880,46,46,1,25,413892,0
0,352533,108,108,0,39,352018,1
1,429,127,127,1,74,1,0
0,461012,74,74,0,10,460530,0
1,216636,73,73,1,25,214564,1
1,61722,124,124,1,36,61057,1
1,111044,131,131,1,9,109113,0
0,875271,76,76,0,31,874933,0
1,1428134,66,66,1,35,1426182,0
