Entity_Type,Gene_Description,Genomic_End_Position,Gene_Id,Gene_Db_Id,Orthologous_Gene_Id,Encoded_Protein,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,0,301826,242,242,91,2,0,31,299487,0
1,0,32772,97,97,119,1,1,4,29866,1
0,0,373899,29,29,28,2,0,5,371611,1
0,0,721934,74,74,36,2,0,23,719244,1
0,0,428427,87,87,85,3,0,20,425755,0
0,0,1516533,43,43,63,2,0,32,1514173,1
0,0,465591,162,162,115,2,0,15,462814,0
0,0,54199,32,32,48,2,0,58,51578,1
0,0,988200,207,207,36,2,0,23,985546,1
0,0,1062895,234,234,87,2,0,31,1060310,1
1,0,199898,36,36,95,1,1,19,197364,1
0,0,404584,119,119,94,2,0,21,402206,0
0,0,473501,203,203,125,3,0,23,470631,0
0,0,246580,86,86,6,2,0,19,243767,0
0,0,33755,27,27,57,2,0,44,30969,0
0,0,355891,244,244,119,2,0,6,353552,0
0,0,993191,44,44,63,2,0,32,990858,1
1,0,1150558,193,193,90,1,1,23,1147775,1
0,0,1152306,222,222,118,2,0,24,1149583,0
0,0,1161129,167,167,114,2,0,32,1158613,0
1,0,32977,216,216,117,1,1,85,30248,1
0,0,33431,26,26,100,2,0,55,30843,1
0,0,184674,6,6,97,2,0,12,182293,0
0,0,1757922,189,189,35,2,0,32,1755496,1
0,0,553480,174,174,67,3,0,1,550610,0
0,0,16153,30,30,48,2,0,56,13502,0
0,0,292921,245,245,122,2,0,6,290183,1
0,0,256062,179,179,124,2,0,5,253732,0
0,0,25495,50,50,100,2,0,61,22811,0
0,0,8691,196,196,31,2,0,78,6085,1
0,0,180436,213,213,46,2,0,11,177890,1
0,0,15222,212,212,8,2,0,82,12538,1
0,0,867065,116,116,73,2,0,23,864531,0
0,0,1966199,103,103,42,2,0,31,1963551,1
0,0,546874,143,143,108,2,0,15,544250,0
0,0,1024944,233,233,87,2,0,31,1022305,0
0,0,519004,251,251,76,2,0,7,516413,0
0,0,1176004,166,166,107,2,0,32,1173581,0
0,0,82609,138,138,44,3,0,19,79808,1
0,0,447956,177,177,66,2,0,24,445458,1
0,0,735391,129,129,75,2,0,31,733043,0
0,0,1102343,226,226,79,2,0,24,1099539,0
0,0,1314205,89,89,114,2,0,32,1311887,0
0,0,1034195,209,209,5,2,0,23,1031508,1
0,0,204433,62,62,47,2,0,14,201761,1
0,0,1800605,108,108,75,2,0,31,1797939,1
0,0,125132,80,80,49,2,0,4,122370,1
1,0,17633,22,22,66,1,1,53,14982,0
0,0,4209,122,122,69,2,0,69,1423,0
0,0,187941,232,232,39,2,0,5,185287,0
0,0,1065877,199,199,113,2,0,26,1063010,0
0,0,425184,136,136,55,2,0,16,422410,0
0,0,513629,257,257,84,3,0,15,510834,0
0,0,568671,173,173,2,2,0,32,566338,1
1,0,1123469,221,221,96,1,1,24,1120611,0
1,0,432436,159,159,63,1,1,15,429818,0
0,0,218715,55,55,72,2,0,17,215884,1
1,0,86749,153,153,70,1,1,3,84020,1
1,0,396102,69,69,95,1,1,19,393418,0
1,0,107074,254,254,74,1,1,2,104540,0
0,0,622377,41,41,10,2,0,31,620053,0
1,0,389747,164,164,130,1,1,15,387120,0
0,0,422008,201,201,34,2,0,17,419294,0
0,0,185153,24,24,132,2,0,27,182502,0
0,0,378614,163,163,89,2,0,15,375975,0
0,0,309384,110,110,124,2,0,5,306937,0
0,0,585607,81,81,122,2,0,6,583331,1
0,0,7162,20,20,48,2,0,51,4697,0
0,0,650434,39,39,40,3,0,14,647633,1
0,0,23290,218,218,75,2,0,50,20606,1
0,0,9867,60,60,100,2,0,63,7462,0
1,0,442799,202,202,50,1,1,23,439932,1
0,0,1713823,8,8,88,2,0,30,1711409,0
0,0,700388,15,15,109,2,0,15,697620,0
0,0,14845,47,47,52,3,0,60,11996,0
0,0,8092,214,214,45,2,0,83,5759,0
1,0,13979,198,198,0,1,1,80,11352,1
0,0,1053239,112,112,3,2,0,23,1050549,0
0,0,15062,85,85,48,2,0,66,12438,0
1,0,1100880,195,195,41,1,1,23,1098211,1
0,0,8115,172,172,47,3,0,49,5269,1
0,0,379418,170,170,53,2,0,34,376740,1
0,0,2047179,185,185,82,2,0,31,2044399,1
0,0,585177,205,205,24,3,0,23,582301,0
0,0,475012,142,142,116,2,0,7,472298,0
0,0,1324430,88,88,63,2,0,32,1322082,0
0,0,1156973,236,236,32,2,0,31,1154469,0
1,0,9580,197,197,40,1,1,79,6749,1
0,0,50888,152,152,53,2,0,20,48174,1
0,0,1096585,235,235,103,2,0,31,1093946,1
0,0,758419,45,45,23,2,0,21,756089,0
0,0,12594,151,151,48,2,0,76,9967,0
0,0,9089,217,217,25,2,0,85,6579,1
1,0,45075,125,125,27,1,1,72,42286,0
1,0,1611964,100,100,83,1,1,30,1609262,1
0,0,1828534,107,107,87,2,0,31,1825916,0
0,0,483376,96,96,110,2,0,24,480707,1
0,0,1865809,105,105,75,2,0,31,1862957,0
0,0,139709,253,253,92,2,0,1,138117,0
1,0,290907,118,118,19,1,1,21,288478,0
0,0,1731005,191,191,9,3,0,29,1728183,0
0,0,2060220,184,184,103,2,0,31,2057611,1
0,0,800723,165,165,4,2,0,22,798375,0
0,0,12158,11,11,56,2,0,43,9363,1
0,0,21771,83,83,48,2,0,64,19363,0
0,0,488327,204,204,24,3,0,23,485541,0
0,0,454333,158,158,109,2,0,15,451748,0
0,0,262330,243,243,85,2,0,6,259847,0
0,0,568854,259,259,108,2,0,15,566233,0
0,0,16377,145,145,48,2,0,74,13513,1
0,0,180486,35,35,44,2,0,19,177754,1
1,0,1633076,187,187,30,1,1,31,1630521,0
0,0,602587,42,42,87,2,0,31,600077,0
0,0,736453,78,78,73,3,0,23,733583,0
0,0,1129346,169,169,63,2,0,32,1126764,1
0,0,20976,57,57,10,2,0,46,18310,0
0,0,5331,150,150,100,2,0,75,2932,0
0,0,629809,113,113,7,3,0,13,627020,1
