Gene_Type,Gene_Description,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,0,25,38827,225,25,35924,3,1
0,0,163,3779,182,133,1517,0,0
0,0,142,9869,53,58,8244,0,1
1,0,70,825842,310,40,823350,3,0
0,0,143,502030,129,0,499289,0,0
1,0,99,79193,77,3,76656,3,1
1,0,146,2449,0,151,11,3,0
1,0,81,7245,291,147,4687,3,1
0,0,168,66235,247,41,64469,0,1
1,0,27,21822,317,13,18838,3,1
0,0,77,104384,71,65,101526,0,1
0,0,5,77950,17,24,74987,0,1
1,0,4,510295,141,27,507728,3,1
1,0,70,847503,311,40,845194,3,0
1,0,142,16574,222,138,14088,3,1
1,0,11,181574,314,30,180063,3,1
1,0,37,625252,228,28,622190,3,0
1,0,122,981807,278,52,979324,3,1
1,0,141,16715,185,46,14439,3,1
0,0,58,3108,210,135,115,0,0
1,0,157,2940,212,136,73,3,1
1,0,136,2351295,264,58,2348338,3,0
1,0,52,4799,271,144,2103,3,0
0,0,165,86361,187,15,83876,0,1
1,0,4,225780,78,27,223900,3,0
1,0,4,578138,98,27,576360,3,0
1,0,28,504140,268,2,500865,3,0
1,0,27,636457,213,13,635763,3,0
1,0,1,847195,162,35,845501,3,0
1,0,170,492362,27,1,490971,3,0
1,0,46,236472,223,3,233641,3,0
0,0,142,779582,202,31,776703,0,0
0,0,134,5320,123,120,4310,0,1
1,0,181,3857,103,118,1095,3,1
0,0,51,650247,100,27,648161,0,0
1,0,109,984,304,150,31,3,0
1,0,151,976,20,74,2,3,1
1,0,176,13435,272,144,10745,3,0
0,0,69,2274,50,78,1,0,0
1,0,125,628999,142,12,626735,3,0
1,0,13,13990,114,16,11384,3,1
0,0,158,14595,65,67,12280,0,1
1,0,171,11256,253,94,8914,3,1
1,0,136,2327020,263,58,2324351,3,0
1,0,62,5339,51,103,2904,3,1
0,0,24,65081,83,25,62292,0,1
0,0,166,1335,245,141,1,1,1
0,2,180,805554,313,40,804478,0,0
0,0,96,782600,203,31,781197,0,0
0,0,34,955,155,90,2,1,1
1,0,136,1573917,165,58,1571158,3,0
0,0,10,1995400,174,56,1993454,0,0
0,0,25,794113,241,33,793295,1,0
1,0,15,644271,96,58,641242,3,1
0,0,168,56433,248,41,54619,1,1
1,0,93,654938,252,27,652152,3,0
1,0,178,1032018,49,44,1029001,3,0
0,0,40,1140600,195,46,1138639,0,0
1,0,177,411506,57,33,408474,3,0
1,0,126,924785,236,57,922281,3,1
0,0,26,4734,122,87,2191,0,0
0,0,110,8397,15,9,5578,0,1
0,0,7,764760,201,31,762982,0,0
1,0,91,3210,22,73,616,3,1
1,0,106,587182,274,37,584897,3,1
0,0,175,4421,31,76,3684,0,1
0,0,30,9939,56,104,8926,0,0
0,0,14,606712,237,12,603989,0,0
1,0,73,21218,240,26,18921,3,1
0,0,140,2501,82,38,102,1,1
1,0,162,7457,214,41,4911,3,1
0,0,54,490870,45,1,489493,0,0
1,0,38,4073,5,69,1218,3,0
1,0,145,110366,249,64,107442,3,1
1,0,75,22430,44,34,19944,3,1
1,0,164,15107,262,2,12237,3,1
1,0,169,41742,307,44,39727,3,1
0,0,130,663320,258,24,660522,0,0
0,0,25,58458,113,16,55432,0,1
1,0,18,486237,24,47,483109,3,0
1,0,15,353345,138,58,350952,3,0
0,0,65,9141,220,137,8410,0,0
1,0,72,2693,281,98,396,3,0
1,0,15,44770,25,50,42977,3,1
0,0,91,18183,233,139,15433,0,0
1,0,5,5678,127,122,4257,3,1
0,1,0,655728,167,18,653962,0,0
0,0,137,33262,308,44,31331,0,1
0,0,55,791878,120,37,790079,0,0
1,0,177,760085,242,33,757590,3,0
0,0,128,1852491,173,54,1847980,0,0
1,0,178,130785,104,20,128263,3,0
1,0,78,122539,189,14,120197,3,1
0,0,120,594892,226,28,591674,0,0
0,0,53,571445,197,21,567813,0,0
1,0,114,690966,179,32,687994,3,0
1,0,79,18751,109,84,16475,3,1
1,0,76,582823,21,21,581135,3,0
0,0,179,67475,296,56,65139,0,1
1,0,78,25743,230,14,24748,3,1
1,0,109,71114,194,4,69705,3,1
0,0,121,103187,323,9,101616,1,0
0,0,62,702008,180,32,700188,0,0
1,0,16,585311,227,28,582390,3,0
1,0,154,2325261,42,59,2323705,3,0
1,0,132,491613,133,41,488857,3,1
1,0,19,12191,231,14,9909,3,1
1,0,135,7825,90,115,5795,3,0
1,0,123,59561,140,50,57681,3,1
0,0,108,4036,63,67,1289,0,1
1,0,68,3158,254,95,408,3,1
0,0,152,1434052,153,52,1432280,0,0
1,0,84,29749,160,29,26915,3,1
1,0,177,430057,184,33,427406,3,0
1,0,71,10910,88,114,8910,3,0
0,0,164,30562,279,18,28739,1,1
1,0,109,7313,235,140,4734,3,0
0,0,60,4216,132,47,1460,0,1
1,0,184,4679,183,134,1893,3,0
1,0,2,10460,76,112,8049,3,1
1,0,83,28755,102,117,25951,3,1
1,0,129,2892,67,108,97,3,0
1,0,139,912033,72,41,909235,3,0
1,0,174,15683,256,97,12888,3,0
1,0,110,30617,148,66,28410,3,1
0,0,42,75311,149,65,73533,0,1
1,0,133,14564,60,81,12819,3,1
1,0,44,706189,14,29,704129,3,0
0,0,153,120500,322,9,118605,0,0
1,0,164,26060,259,2,23298,3,1
0,0,132,201879,299,61,200095,0,0
0,0,158,8589,29,42,6541,0,1
0,0,67,1385359,152,52,1383590,0,0
1,0,8,688837,87,26,685982,3,0
0,0,168,54516,93,41,53479,0,1
1,0,49,1443,19,71,1,3,1
1,0,111,201254,158,60,198909,3,0
1,0,87,670094,37,59,667467,3,0
1,0,93,628364,99,27,625434,3,0
0,0,50,10587,181,132,8119,0,1
0,0,16,61849,46,65,60071,0,1
0,0,185,39476,269,143,36720,0,1
0,0,2,3597,234,140,1834,0,0
1,0,31,5025,157,127,2677,3,1
0,0,120,20670,139,125,18052,0,1
1,0,22,829858,118,37,827087,3,0
1,0,15,2071578,163,58,2068987,3,0
1,0,102,411543,243,31,408877,3,0
1,0,1,848494,161,35,847454,3,0
1,0,172,8756,144,45,5919,3,1
0,0,17,169188,306,44,166855,0,1
0,0,145,7010,292,148,4233,0,1
1,0,82,492103,128,0,489575,3,0
1,0,12,14953,302,53,12005,3,1
0,0,39,427483,288,46,425420,0,0
1,0,93,570499,251,27,567725,3,0
0,0,166,36437,101,117,35517,0,1
1,0,90,68621,190,57,67503,3,1
1,0,109,245943,61,4,244298,3,0
1,0,37,556405,239,28,554000,3,1
0,0,20,8383,219,137,7271,0,0
1,0,158,873816,170,52,871123,3,0
0,0,131,20605,215,92,20087,1,0
1,0,87,2350211,166,59,2347587,3,0
1,0,177,14712,221,93,11650,3,0
1,0,57,14455,89,114,11690,3,0
0,0,159,1137976,136,57,1133828,0,0
1,0,84,96498,207,29,94816,3,1
1,0,113,83774,186,15,82602,3,1
1,0,63,3538,293,100,857,3,1
1,0,144,483389,320,5,481422,3,0
0,0,179,85945,309,16,83153,0,1
1,0,39,6970,58,105,4526,3,0
0,0,64,22871,4,25,21810,0,1
0,0,88,2258,47,102,3,1,1
0,0,108,728090,36,30,725151,0,0
0,0,26,1739,12,72,3,1,1
0,0,121,258722,218,9,256827,0,0
1,0,4,8963,176,131,6399,3,1
1,0,27,145152,315,13,142906,3,1
1,0,105,572075,300,17,569139,3,0
0,0,150,2028848,178,56,2027736,2,0
1,0,48,33122,282,42,30594,3,1
1,0,22,690828,275,37,688522,3,0
0,0,141,45706,260,2,43370,0,1
1,0,14,588116,3,8,586977,3,0
0,0,147,4613,116,5,1626,0,1
0,0,182,12865,290,39,9965,0,1
1,0,114,4342,81,32,1385,3,1
1,0,47,9360,255,96,6577,3,0
0,0,103,367390,216,62,364778,1,0
0,0,139,25602,134,51,22921,0,1
0,0,98,563158,321,21,560651,0,0
0,0,69,467624,169,11,464685,0,0
0,0,158,2010044,11,56,2009265,2,0
0,0,92,1225,52,79,1,0,1
1,0,29,9553,111,85,7784,3,0
1,0,132,33240,54,41,30436,3,1
1,0,43,197559,192,9,195199,3,1
1,0,155,2762,131,89,822,3,0
0,0,119,447897,286,46,446350,1,0
1,0,59,36839,205,65,34572,3,1
1,0,15,1721524,41,58,1718519,3,1
0,0,68,21702,59,106,18811,0,0
1,0,82,517997,130,0,514713,3,0
1,0,136,1984663,164,58,1981777,3,0
1,0,104,5794,135,123,3014,3,0
1,0,95,16034,125,24,13233,3,0
1,0,149,1133115,270,52,1130755,3,1
0,0,56,1973,1,153,3,1,1
1,0,35,1174681,75,48,1172813,3,0
0,0,107,3158,6,40,342,0,1
1,0,149,648458,159,22,645735,3,0
1,0,138,28068,64,67,25282,3,1
0,0,155,1171911,146,49,1168945,0,0
0,0,3,2772,318,13,301,0,1
1,0,19,265804,200,10,263906,3,0
0,0,5,496864,168,6,494066,0,0
1,0,87,1626838,107,59,1624217,3,0
1,0,125,29971,143,45,27197,3,1
0,0,2,9695,154,126,7212,0,1
1,0,109,474181,191,4,471830,3,0
1,0,8,4543,137,124,1706,3,1
0,0,85,1430611,97,52,1429409,1,0
1,0,136,2149200,265,58,2146741,3,0
1,0,85,3014,94,66,228,3,1
0,0,182,750304,208,37,747923,0,0
1,0,32,46833,74,111,44356,3,0
1,0,102,754760,204,31,752910,3,0
1,0,100,6217,319,13,3602,3,1
1,0,6,396132,244,31,393928,3,0
1,0,84,128705,206,29,127131,3,1
1,0,185,496021,26,1,493463,3,0
1,0,27,56619,316,13,53854,3,1
1,0,108,1094,23,75,159,3,1
0,0,104,117865,211,2,115973,0,1
0,0,97,6529,156,36,4547,0,1
1,0,22,174847,193,9,172793,3,1
1,0,82,12451,175,130,9695,3,1
0,0,145,15772,284,145,13661,0,0
1,0,61,1175229,145,49,1172704,3,0
1,0,112,388046,38,63,385203,3,0
1,0,116,1182,91,116,1,3,1
1,0,167,22938,85,56,21226,3,1
1,0,141,1130391,196,46,1127446,3,0
1,0,35,11829,32,48,8980,3,1
1,0,173,4777,18,70,2027,3,1
0,0,137,24358,273,144,21590,0,0
1,0,15,1008775,188,58,1006142,3,0
0,0,168,6840,285,146,3826,0,0
1,0,80,10610,172,129,8169,3,1
1,0,74,2272,40,77,2,3,0
1,0,154,1767155,267,59,1764399,3,1
1,0,125,905310,39,45,902803,3,0
0,0,182,729858,199,37,727477,0,0
1,0,43,214887,305,9,212992,3,0
0,0,155,34372,2,50,33320,0,1
0,0,113,38223,30,43,36197,0,1
1,0,127,27589,108,83,25172,3,0
1,0,136,2120212,105,58,2117660,3,0
1,0,25,3783,84,25,1453,3,1
1,0,124,596370,277,11,593812,3,0
1,0,82,19819,121,0,16985,3,1
0,0,8,392186,224,11,389424,0,0
0,0,115,36463,115,16,33455,0,1
1,0,141,439193,287,46,435576,3,0
0,0,108,598524,92,7,596251,1,0
0,0,183,17724,294,59,14986,1,1
1,0,33,107280,48,19,104554,3,0
1,0,116,21022,62,107,18272,3,1
0,0,21,478312,10,11,477440,0,0
1,0,156,2982,70,110,445,3,1
1,0,154,342240,151,59,339421,3,1
1,0,160,2020967,177,56,2018517,3,0
1,0,28,68416,261,2,66416,3,1
0,0,86,1204,126,88,2,0,0
0,0,51,553364,250,18,550602,0,0
1,0,154,2360044,13,59,2358530,3,0
0,0,89,851849,119,37,849015,0,0
0,0,160,3713,283,99,2106,1,0
1,0,153,12394,303,149,9605,3,0
0,0,92,748745,35,30,745776,0,0
0,0,162,4567,55,80,1604,0,0
1,0,32,20212,246,142,17501,3,1
1,0,88,3790,209,91,806,3,0
1,0,126,58311,298,57,56848,3,1
0,0,8,645301,276,11,642806,0,0
1,0,111,7188,124,121,4384,3,0
1,0,161,458839,16,11,457553,3,0
0,0,45,811998,312,40,810235,0,0
1,0,23,26744,325,43,24147,3,1
0,0,160,968,8,152,3,0,0
1,0,48,905988,95,42,903148,3,0
1,0,118,9121,289,39,6152,3,1
1,0,8,582104,238,12,579438,3,0
1,0,124,79885,229,11,77750,3,1
1,0,50,15577,69,109,12521,3,1
0,0,80,169312,66,55,166550,0,0
1,0,15,1113039,295,58,1110685,3,1
0,0,42,531490,33,3,528650,0,0
1,0,42,15172,112,86,12569,3,0
1,0,106,710712,198,37,708220,3,0
1,0,117,351197,217,62,348939,3,0
1,0,23,56555,324,43,54387,3,1
1,0,94,6673,232,139,3815,3,0
0,0,66,31215,301,68,30121,1,1
1,0,42,4394,68,109,1644,3,1
1,0,136,2028531,266,58,2025571,3,0
1,0,60,11733,73,82,9154,3,0
0,0,148,4119,43,34,967,0,1
1,0,141,27235,147,30,24623,3,1
1,0,75,783456,79,34,780772,3,0
0,0,9,29687,110,119,27789,0,1
1,0,16,242630,117,23,239769,3,1
1,0,41,3660,171,128,874,3,1
1,0,157,106204,280,18,104012,4,1
0,0,39,1981,297,101,2,0,0
1,0,61,9934,86,49,6965,3,1
1,0,37,577397,7,28,576201,3,0
1,0,36,1820,9,154,189,3,0
1,0,46,485801,34,3,483723,3,0
1,3,104,11541,326,43,8509,3,1
1,0,19,619021,150,14,617285,3,0
0,0,64,13820,28,25,12766,0,1
1,0,87,2194888,106,59,2192474,3,1
0,0,101,47207,80,113,45534,0,1
1,0,95,639965,257,24,637563,3,0
