Gene_Type,Gene_Description,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,0,25,38827,224,25,35924,3,1
1,0,185,4679,182,133,1893,3,0
0,0,140,9869,52,58,8244,0,1
1,0,69,825842,310,40,823350,3,0
0,0,141,502030,129,0,499289,0,0
1,0,97,79193,76,3,76656,3,1
1,0,144,2449,0,151,11,3,0
0,0,143,7010,291,147,4233,0,1
0,0,167,66235,246,41,64469,0,1
1,0,27,21822,317,13,18838,3,1
0,0,76,104384,70,65,101526,0,1
0,0,5,77950,17,24,74987,0,1
1,0,4,510295,140,27,507728,3,1
1,0,69,847503,311,40,845194,3,0
1,0,92,6673,231,138,3815,3,0
1,0,10,181574,314,30,180063,3,1
1,0,37,625252,227,28,622190,3,0
1,0,122,981807,277,52,979324,3,1
1,0,139,16715,185,46,14439,3,1
1,0,156,2940,211,135,73,3,1
0,0,20,8383,218,136,7271,0,0
1,0,134,2351295,263,58,2348338,3,0
1,0,174,13435,271,143,10745,3,0
0,0,164,86361,187,15,83876,0,1
1,0,4,225780,77,27,223900,3,0
1,0,4,578138,98,27,576360,3,0
1,0,28,504140,267,2,500865,3,0
1,0,27,636457,212,13,635763,3,0
1,0,1,847195,162,35,845501,3,0
1,0,169,492362,26,1,490971,3,0
1,0,46,236472,222,3,233641,3,0
0,0,140,779582,202,31,776703,0,0
1,0,110,7188,123,120,4384,3,0
1,0,111,8831,109,118,6234,3,1
0,0,51,650247,100,27,648161,0,0
1,0,108,984,304,150,31,3,0
1,0,107,1094,22,74,159,3,1
0,0,135,24358,272,143,21590,0,0
0,0,90,1225,51,78,1,0,1
1,0,125,628999,142,12,626735,3,0
1,0,12,13990,114,16,11384,3,1
0,0,157,14595,64,67,12280,0,1
1,0,67,3158,253,92,408,3,1
1,0,134,2327020,262,58,2324351,3,0
0,0,30,9939,55,101,8926,0,0
0,0,24,65081,82,25,62292,0,1
1,0,15,9052,245,141,7148,3,1
0,2,180,805554,313,40,804478,0,0
0,0,94,782600,203,31,781197,0,0
1,0,86,3790,209,88,806,3,0
1,0,134,1573917,165,58,1571158,3,0
0,0,9,1995400,173,56,1993454,0,0
0,0,25,794113,241,33,793295,1,0
1,0,14,644271,96,58,641242,3,1
0,0,167,56433,247,41,54619,1,1
1,0,91,654938,251,27,652152,3,0
1,0,178,1032018,48,44,1029001,3,0
0,0,40,1140600,195,46,1138639,0,0
1,0,175,411506,57,33,408474,3,0
1,0,126,924785,235,57,922281,3,1
0,0,84,1204,125,86,2,0,0
0,0,109,8397,15,9,5578,0,1
0,0,7,764760,201,31,762982,0,0
1,0,149,976,19,73,2,3,1
1,0,105,587182,273,37,584897,3,1
1,0,6,3258,39,76,436,3,0
1,0,181,6116,56,102,4224,3,1
0,0,13,606712,236,12,603989,0,0
1,0,73,21218,240,26,18921,3,1
0,0,138,2501,81,38,102,1,1
1,0,161,7457,213,41,4911,3,1
0,0,54,490870,44,1,489493,0,0
1,0,38,4073,5,69,1218,3,0
1,0,143,110366,248,64,107442,3,1
1,0,74,22430,43,34,19944,3,1
1,0,163,15107,261,2,12237,3,1
1,0,168,41742,307,44,39727,3,1
0,0,130,663320,257,24,660522,0,0
0,0,25,58458,113,16,55432,0,1
1,0,18,486237,23,47,483109,3,0
1,0,14,353345,137,58,350952,3,0
1,0,140,16574,221,137,14088,3,1
0,0,159,3713,283,96,2106,1,0
1,0,14,44770,24,50,42977,3,1
0,0,2,3597,233,139,1834,0,0
1,0,103,5794,134,122,3014,3,0
0,1,0,655728,167,18,653962,0,0
0,0,135,33262,308,44,31331,0,1
0,0,55,791878,120,37,790079,0,0
1,0,175,760085,242,33,757590,3,0
0,0,128,1852491,172,54,1847980,0,0
1,0,178,130785,103,20,128263,3,0
1,0,77,122539,189,14,120197,3,1
0,0,120,594892,225,28,591674,0,0
0,0,53,571445,197,21,567813,0,0
1,0,114,690966,178,32,687994,3,0
1,0,29,9553,112,84,7784,3,0
1,0,75,582823,20,21,581135,3,0
0,0,179,67475,296,56,65139,0,1
1,0,77,25743,229,14,24748,3,1
1,0,108,71114,194,4,69705,3,1
0,0,121,103187,323,9,101616,1,0
0,0,61,702008,179,32,700188,0,0
1,0,16,585311,226,28,582390,3,0
1,0,152,2325261,41,59,2323705,3,0
1,0,131,491613,132,41,488857,3,1
1,0,19,12191,230,14,9909,3,1
1,0,116,1182,90,114,1,3,1
1,0,123,59561,139,50,57681,3,1
0,0,107,4036,62,67,1289,0,1
1,0,47,9360,254,93,6577,3,0
0,0,150,1434052,153,52,1432280,0,0
1,0,82,29749,160,29,26915,3,1
1,0,175,430057,184,33,427406,3,0
1,0,57,14455,88,112,11690,3,0
0,0,163,30562,278,18,28739,1,1
0,0,2,4524,239,140,2574,0,0
0,0,59,4216,131,47,1460,0,1
0,0,86,19758,183,134,17038,0,0
0,0,99,47207,79,111,45534,0,1
0,0,165,36437,101,116,35517,0,1
1,0,38,5595,67,106,2761,3,1
1,0,137,912033,71,41,909235,3,0
1,0,71,2693,280,95,396,3,0
1,0,109,30617,148,66,28410,3,1
0,0,42,75311,149,65,73533,0,1
1,0,59,11733,72,81,9154,3,0
1,0,44,706189,14,29,704129,3,0
0,0,151,120500,322,9,118605,0,0
1,0,163,26060,258,2,23298,3,1
0,0,131,201879,299,61,200095,0,0
0,0,157,8589,28,42,6541,0,1
0,0,66,1385359,152,52,1383590,0,0
1,0,8,688837,86,26,685982,3,0
0,0,167,54516,92,41,53479,0,1
0,0,26,1739,12,71,3,1,1
1,0,110,201254,157,60,198909,3,0
1,0,85,670094,36,59,667467,3,0
1,0,91,628364,99,27,625434,3,0
0,0,162,3779,181,132,1517,0,0
0,0,16,61849,45,65,60071,0,1
1,0,52,4799,270,143,2103,3,0
1,0,108,7313,234,139,4734,3,0
0,0,153,19476,158,127,17815,0,1
1,0,176,7957,141,125,5381,3,0
1,0,22,829858,118,37,827087,3,0
1,0,14,2071578,163,58,2068987,3,0
1,0,100,411543,243,31,408877,3,0
1,0,1,848494,161,35,847454,3,0
1,0,171,8756,144,45,5919,3,1
0,0,17,169188,306,44,166855,0,1
1,0,177,16396,294,148,13598,3,0
1,0,81,492103,128,0,489575,3,0
1,0,11,14953,302,53,12005,3,1
0,0,39,427483,287,46,425420,0,0
1,0,91,570499,250,27,567725,3,0
1,0,182,3857,102,117,1095,3,1
1,0,88,68621,190,57,67503,3,1
1,0,108,245943,60,4,244298,3,0
1,0,37,556405,238,28,554000,3,1
0,0,64,9141,219,136,8410,0,0
1,0,157,873816,170,52,871123,3,0
1,0,175,14712,220,90,11650,3,0
1,0,85,2350211,166,59,2347587,3,0
1,0,170,11256,252,91,8914,3,1
1,0,133,7825,89,113,5795,3,0
0,0,158,1137976,135,57,1133828,0,0
1,0,82,96498,207,29,94816,3,1
1,0,113,83774,186,15,82602,3,1
0,0,39,1981,297,98,2,0,0
1,0,142,483389,320,5,481422,3,0
0,0,179,85945,309,16,83153,0,1
0,0,67,21702,58,103,18811,0,0
0,0,63,22871,4,25,21810,0,1
1,0,61,5339,50,100,2904,3,1
0,0,107,728090,35,30,725151,0,0
1,0,89,3210,21,72,616,3,1
0,0,121,258722,217,9,256827,0,0
0,0,50,10587,180,131,8119,0,1
1,0,27,145152,315,13,142906,3,1
1,0,104,572075,300,17,569139,3,0
0,0,148,2028848,177,56,2027736,2,0
1,0,48,33122,281,42,30594,3,1
1,0,22,690828,274,37,688522,3,0
0,0,139,45706,259,2,43370,0,1
1,0,13,588116,3,8,586977,3,0
0,0,145,4613,116,5,1626,0,1
0,0,183,12865,289,39,9965,0,1
1,0,114,4342,80,32,1385,3,1
1,0,172,15683,255,94,12888,3,0
0,0,101,367390,215,62,364778,1,0
0,0,137,25602,133,51,22921,0,1
0,0,96,563158,321,21,560651,0,0
0,0,68,467624,169,11,464685,0,0
0,0,157,2010044,11,56,2009265,2,0
0,0,161,4567,54,79,1604,0,0
1,0,29,24449,111,84,21516,3,0
1,0,131,33240,53,41,30436,3,1
1,0,43,197559,192,9,195199,3,1
0,0,34,955,154,87,2,1,1
0,0,119,447897,285,46,446350,1,0
1,0,58,36839,205,65,34572,3,1
1,0,14,1721524,40,58,1718519,3,1
1,0,116,21022,61,104,18272,3,1
1,0,81,517997,130,0,514713,3,0
1,0,134,1984663,164,58,1981777,3,0
1,0,8,4543,136,123,1706,3,1
1,0,93,16034,124,24,13233,3,0
1,0,147,1133115,269,52,1130755,3,1
0,0,56,1973,1,153,3,1,1
1,0,35,1174681,74,48,1172813,3,0
0,0,106,3158,6,40,342,0,1
1,0,147,648458,159,22,645735,3,0
1,0,136,28068,63,67,25282,3,1
0,0,154,1171911,146,49,1168945,0,0
0,0,3,2772,318,13,301,0,1
1,0,19,265804,200,10,263906,3,0
0,0,5,496864,168,6,494066,0,0
1,0,85,1626838,106,59,1624217,3,0
1,0,125,29971,143,45,27197,3,1
1,0,31,5025,156,126,2677,3,1
1,0,108,474181,191,4,471830,3,0
0,0,120,20670,138,124,18052,0,1
0,0,83,1430611,97,52,1429409,1,0
1,0,134,2149200,264,58,2146741,3,0
1,0,83,3014,93,66,228,3,1
0,0,183,750304,208,37,747923,0,0
1,0,2,10460,75,110,8049,3,1
1,0,100,754760,204,31,752910,3,0
1,0,98,6217,319,13,3602,3,1
1,0,6,396132,244,31,393928,3,0
1,0,82,128705,206,29,127131,3,1
1,0,186,496021,25,1,493463,3,0
1,0,27,56619,316,13,53854,3,1
0,0,173,4421,30,75,3684,0,1
0,0,103,117865,210,2,115973,0,1
0,0,95,6529,155,36,4547,0,1
1,0,22,174847,193,9,172793,3,1
1,0,4,8963,175,130,6399,3,1
0,0,167,6840,284,145,3826,0,0
1,0,60,1175229,145,49,1172704,3,0
1,0,112,388046,37,63,385203,3,0
1,0,41,7278,94,115,4399,3,0
1,0,166,22938,84,56,21226,3,1
1,0,139,1130391,196,46,1127446,3,0
1,0,35,11829,31,48,8980,3,1
1,0,49,1443,18,70,1,3,1
0,0,99,7112,282,144,4374,0,1
1,0,14,1008775,188,58,1006142,3,0
1,0,80,7245,290,146,4687,3,1
1,0,81,12451,174,129,9695,3,1
0,0,68,2274,49,77,1,0,0
1,0,152,1767155,266,59,1764399,3,1
1,0,125,905310,38,45,902803,3,0
0,0,183,729858,199,37,727477,0,0
1,0,43,214887,305,9,212992,3,0
0,0,154,34372,2,50,33320,0,1
0,0,113,38223,29,43,36197,0,1
1,0,78,18751,108,83,16475,3,1
1,0,134,2120212,104,58,2117660,3,0
1,0,25,3783,83,25,1453,3,1
1,0,124,596370,276,11,593812,3,0
1,0,81,19819,121,0,16985,3,1
0,0,8,392186,223,11,389424,0,0
0,0,115,36463,115,16,33455,0,1
1,0,139,439193,286,46,435576,3,0
0,0,107,598524,91,7,596251,1,0
0,0,184,17724,293,59,14986,1,1
1,0,33,107280,47,19,104554,3,0
1,0,129,2892,66,105,97,3,0
0,0,21,478312,10,11,477440,0,0
1,0,32,46833,73,109,44356,3,0
1,0,152,342240,151,59,339421,3,1
1,0,159,2020967,176,56,2018517,3,0
1,0,28,68416,260,2,66416,3,1
1,0,95,4460,126,86,2295,3,0
0,0,51,553364,249,18,550602,0,0
1,0,152,2360044,13,59,2358530,3,0
0,0,87,851849,119,37,849015,0,0
1,0,62,3538,292,97,857,3,1
1,0,151,12394,303,149,9605,3,0
0,0,90,748745,34,30,745776,0,0
1,0,132,14564,59,80,12819,3,1
0,0,186,39476,268,142,36720,0,1
1,0,102,13956,214,89,10954,3,0
1,0,126,58311,298,57,56848,3,1
0,0,8,645301,275,11,642806,0,0
1,0,5,5678,127,121,4257,3,1
1,0,160,458839,16,11,457553,3,0
0,0,45,811998,312,40,810235,0,0
1,0,23,26744,325,43,24147,3,1
0,0,159,968,8,152,3,0,0
1,0,48,905988,95,42,903148,3,0
1,0,118,9121,288,39,6152,3,1
1,0,8,582104,237,12,579438,3,0
1,0,124,79885,228,11,77750,3,1
1,0,155,2982,69,108,445,3,1
0,0,79,169312,65,55,166550,0,0
1,0,14,1113039,295,58,1110685,3,1
0,0,42,531490,32,3,528650,0,0
0,0,26,4734,122,85,2191,0,0
1,0,105,710712,198,37,708220,3,0
1,0,117,351197,216,62,348939,3,0
1,0,23,56555,324,43,54387,3,1
0,0,89,18183,232,138,15433,0,0
0,0,65,31215,301,68,30121,1,1
1,0,50,15577,68,107,12521,3,1
1,0,134,2028531,265,58,2025571,3,0
1,0,127,27589,107,82,25172,3,0
0,0,146,4119,42,34,967,0,1
1,0,139,27235,147,30,24623,3,1
1,0,74,783456,78,34,780772,3,0
0,0,77,11142,110,119,8839,0,1
1,0,16,242630,117,23,239769,3,1
1,0,79,10610,171,128,8169,3,1
1,0,156,106204,279,18,104012,4,1
1,0,72,16963,46,99,14936,3,0
1,0,60,9934,85,49,6965,3,1
1,0,37,577397,7,28,576201,3,0
1,0,36,1820,9,154,189,3,0
1,0,46,485801,33,3,483723,3,0
1,3,103,11541,326,43,8509,3,1
1,0,19,619021,150,14,617285,3,0
0,0,63,13820,27,25,12766,0,1
1,0,85,2194888,105,59,2192474,3,1
1,0,70,10910,87,112,8910,3,0
1,0,93,639965,256,24,637563,3,0
