Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,101,7608,43,43,1,91,6745,5,1
1,18,391707,126,126,1,22,391090,5,1
1,15,476915,38,38,1,3,476025,5,0
0,52,346408,207,207,0,62,346178,4,1
1,145,216862,127,127,1,56,214952,5,0
1,145,80177,231,231,1,13,78453,5,1
1,95,8014,87,87,1,10,5234,5,1
1,64,557,94,94,1,107,3,5,1
0,18,12665,71,71,0,22,11931,1,1
0,88,346850,206,206,0,62,346512,2,1
1,102,890682,192,192,1,37,889150,5,0
0,96,1130987,148,148,0,43,1130442,1,0
1,11,2216,42,42,1,90,1884,5,0
1,79,56787,224,224,1,65,55507,5,1
0,57,45867,21,21,0,45,45670,2,1
1,140,929,176,176,1,130,3,5,0
1,122,25397,153,153,1,28,23602,5,1
1,122,36817,151,151,1,28,35931,5,1
1,65,578507,187,187,1,25,577500,5,0
1,90,30441,198,198,1,133,27628,5,1
1,78,1839347,133,133,1,54,1836461,5,0
0,26,71748,34,34,0,53,71398,0,1
1,67,122795,35,35,1,8,121053,5,0
1,112,1122061,146,146,1,43,1121249,5,0
1,134,752571,48,48,1,27,750136,5,0
1,130,33312,82,82,1,39,32212,5,1
1,7,17807,29,29,1,42,16818,5,1
1,51,17424,191,191,1,27,14611,5,1
1,108,543960,138,138,1,6,542011,5,0
1,91,23503,235,235,1,5,21764,5,1
1,59,57738,225,225,1,65,56893,5,1
0,30,870832,54,54,0,33,869711,2,0
1,61,12423,129,129,1,26,10753,5,1
1,23,3521,177,177,1,86,564,5,0
1,30,46358,95,95,1,15,44298,5,1
1,12,119855,183,183,1,7,118959,5,1
1,106,351059,66,66,1,59,348930,5,0
1,141,4441,72,72,1,52,1115,5,1
0,47,218,156,156,0,124,3,1,0
1,35,615828,186,186,1,25,612868,5,0
1,105,835,4,4,1,89,1,5,0
1,7,71222,130,130,1,26,69540,5,1
1,145,100170,26,26,1,13,98553,5,1
1,20,76293,27,27,1,60,74227,5,1
1,63,17384,125,125,1,116,15111,5,1
1,15,395,203,203,1,87,3,5,1
1,111,1444050,22,22,1,47,1442287,5,0
1,137,229154,239,239,1,7,227562,5,0
1,24,64517,123,123,1,60,64071,5,1
0,135,747484,169,169,0,31,746714,0,0
1,109,58454,116,116,1,46,55821,5,1
1,142,10805,109,109,1,113,10074,5,0
1,122,805101,144,144,1,28,802591,5,0
0,131,4265,68,68,0,101,3411,2,0
1,101,8105,61,61,1,98,5802,5,1
1,138,42976,229,229,1,40,42014,5,1
0,37,157631,185,185,0,51,157230,2,0
1,21,7838,217,217,1,136,7741,5,1
1,46,794,8,8,1,67,3,5,0
0,103,1231,13,13,0,74,899,1,1
1,75,74182,14,14,1,21,73355,5,1
1,94,2332647,201,201,1,55,2330257,5,0
1,74,114401,65,65,1,61,112584,5,1
1,94,41471,158,158,1,55,39177,5,1
0,98,1415811,19,19,0,47,1415230,1,0
1,61,6985,85,85,1,104,4031,5,1
1,30,74451,230,230,1,15,72187,5,1
1,8,1129891,147,147,1,43,1128836,5,0
1,15,535,6,6,1,66,1,5,0
1,125,11717,178,178,1,131,11061,5,0
1,111,1338938,195,195,1,47,1337487,5,0
0,136,36096,30,30,0,38,35452,1,1
1,1,56420,159,159,1,55,55923,5,1
1,15,20561,121,121,1,41,20007,5,1
1,33,2400,168,168,1,127,211,5,0
1,42,3058,140,140,1,121,647,5,0
1,78,33980,166,166,1,54,31590,5,1
1,56,358301,174,174,1,58,355485,5,0
0,113,202126,79,79,0,59,201683,2,0
1,59,83691,199,199,1,2,83233,5,1
1,18,1034156,76,76,1,39,1031220,5,0
1,128,393196,84,84,1,49,390821,5,1
1,87,368350,51,51,1,58,367493,5,0
1,124,66037,97,97,1,43,63011,5,1
1,38,877,16,16,1,77,2,5,0
1,40,1381,106,106,1,111,2,5,0
1,124,1153652,149,149,1,43,1152030,5,0
1,134,45746,31,31,1,27,45168,5,1
1,86,47107,232,232,1,13,46339,5,1
1,123,35665,152,152,1,28,33647,5,1
1,6,2035,131,131,1,119,1445,5,0
1,81,921959,67,67,1,36,919047,5,0
0,50,282,119,119,0,85,1,2,1
1,78,903359,162,162,1,54,902475,5,0
1,46,3364,172,172,1,129,1112,5,0
1,3,8634,62,62,1,99,6310,5,0
1,45,6051,113,113,1,84,3256,5,0
1,35,223303,157,157,1,25,221369,5,0
1,10,147,10,10,1,68,1,5,0
1,123,706956,36,36,1,28,704473,5,0
1,27,15156,24,24,1,79,14362,5,1
1,78,944659,163,163,1,54,941918,5,1
1,3,513917,237,237,1,5,513297,5,0
1,53,24472,188,188,1,14,23342,5,1
1,145,46075,233,233,1,13,44094,5,1
1,92,1050263,160,160,1,48,1049748,5,0
1,119,1991,180,180,1,132,321,5,1
1,26,7580,90,90,1,105,6150,5,1
1,1,317768,194,194,1,55,315381,5,0
0,73,587282,70,70,0,19,586959,2,0
1,9,10942,202,202,1,31,10619,5,1
1,41,929,17,17,1,75,492,5,0
1,144,6341,63,63,1,100,3546,5,0
1,79,50252,212,212,1,17,48096,5,1
1,126,751195,190,190,1,29,748829,5,0
0,60,2270,60,60,0,97,1968,0,1
1,111,629366,210,210,1,47,627348,5,0
1,74,609376,209,209,1,11,606950,5,0
1,14,2735,218,218,1,137,1362,5,1
1,32,4117,226,226,1,48,1346,5,1
1,36,6226,11,11,1,69,4295,5,0
1,83,481120,111,111,1,0,478592,5,0
1,39,215,5,5,1,118,3,5,0
1,69,2208,145,145,1,122,1,5,1
1,89,857583,112,112,1,33,854629,5,0
1,2,4959,103,103,1,110,2632,5,0
1,38,38673,93,93,1,106,38134,5,1
1,1,2184398,89,89,1,55,2181870,5,1
1,6,821170,102,102,1,31,818471,5,0
1,117,640889,124,124,1,14,638082,5,0
1,143,699100,74,74,1,23,696140,5,0
0,84,2029693,141,141,0,52,2028950,3,0
1,0,4564,46,46,1,93,2810,5,1
1,13,1582,12,12,1,71,692,5,1
1,66,3052,58,58,1,96,605,5,0
1,3,498493,236,236,1,5,497942,5,0
1,77,6017,222,222,1,139,3066,5,0
1,133,4965,128,128,1,117,2173,5,1
1,93,585603,189,189,1,12,583600,5,0
1,85,2706,91,91,1,83,1,5,1
1,15,89160,184,184,1,3,86623,5,1
1,124,475584,99,99,1,43,473026,5,0
1,86,101201,25,25,1,13,100433,5,1
1,121,6087,15,15,1,72,4936,5,1
1,78,1639600,200,200,1,54,1637255,5,0
1,132,1686,2,2,1,76,1,5,1
1,22,10351,179,179,1,132,7736,5,1
1,21,1399795,23,23,1,47,1397420,5,0
1,76,651190,196,196,1,24,650348,5,0
0,22,17833,32,32,0,47,17345,1,1
1,125,612,73,73,1,44,103,5,1
1,43,32383,204,204,1,134,29822,5,0
1,87,69602,86,86,1,4,68706,5,1
1,7,182518,44,44,1,26,180932,5,1
1,12,18217,120,120,1,115,15659,5,0
1,65,88109,221,221,1,25,87465,5,0
1,139,540826,37,37,1,17,537914,5,0
1,129,5666,171,171,1,128,3972,5,0
1,4,267665,227,227,1,54,267153,5,0
1,139,28634,143,143,1,17,28311,5,1
1,8,1121147,216,216,1,43,1120731,5,0
1,109,583,161,161,1,125,2,5,0
1,100,2783,39,39,1,81,909,5,1
1,6,67398,223,223,1,53,66466,5,1
1,16,453362,134,134,1,11,452610,5,0
1,28,11981,107,107,1,112,9216,5,0
1,62,935665,193,193,1,37,933350,5,0
1,123,9109,154,154,1,28,6119,5,1
1,49,228,18,18,1,75,1,5,0
0,34,2248,20,20,0,78,1520,1,1
1,29,578251,165,165,1,16,576644,5,0
1,130,3080,56,56,1,94,735,5,1
1,99,45115,205,205,1,135,42281,5,0
1,57,2190,101,101,1,109,1,5,1
1,19,922,9,9,1,68,412,5,0
1,129,521339,136,136,1,6,518895,5,0
1,139,663276,135,135,1,17,662509,5,0
1,58,783875,69,69,1,30,783721,5,0
1,82,24991,117,117,1,114,22313,5,0
0,77,1238,215,215,0,88,288,1,1
1,13,4197,150,150,1,123,3526,5,1
0,104,1066,0,0,0,70,947,1,1
1,78,1161359,96,96,1,54,1159086,5,0
1,79,73875,213,213,1,17,71692,5,1
1,15,8168,50,50,1,82,5343,5,0
1,71,1842055,211,211,1,50,1840004,5,0
1,110,40883,52,52,1,64,38052,5,1
1,25,9729,92,92,1,83,7402,5,1
1,2,17064,80,80,1,102,15238,5,0
1,59,521580,40,40,1,2,519241,5,0
1,81,207218,122,122,1,36,204852,5,1
1,97,640440,118,118,1,20,637990,5,0
1,21,957,170,170,1,47,103,5,1
1,29,504842,75,75,1,1,502038,5,0
1,73,45868,115,115,1,46,44981,5,1
