Gene_Type,Gene_Description,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,0,24,38827,227,25,35924,3,1
1,0,185,4679,184,135,1893,3,0
1,0,13,308397,304,59,305485,3,0
1,0,70,847503,312,40,845194,3,0
0,0,140,502030,132,0,499289,0,0
1,0,98,79193,79,3,76656,3,1
1,0,143,2449,0,153,11,3,0
0,0,142,7010,292,149,4233,0,1
1,0,130,491613,135,41,488857,3,1
1,0,26,21822,317,13,18838,3,1
1,0,84,3014,97,67,228,3,1
0,0,5,77950,18,24,74987,0,1
1,0,4,510295,142,27,507728,3,1
1,0,160,7457,215,41,4911,3,1
1,0,93,6673,234,140,3815,3,0
1,0,9,181574,314,30,180063,3,1
1,0,36,625252,230,28,622190,3,0
1,0,146,1133115,272,53,1130755,3,1
1,0,138,60671,176,47,58218,3,1
1,0,155,2940,213,137,73,3,1
0,0,19,8383,220,138,7271,0,0
0,0,184,17724,294,60,14986,1,1
1,0,175,13435,274,145,10745,3,0
0,0,164,86361,189,15,83876,0,1
1,0,4,225780,80,27,223900,3,0
1,0,4,578138,101,27,576360,3,0
1,0,27,504140,269,2,500865,3,0
1,0,26,636457,214,13,635763,3,0
1,0,1,847195,164,35,845501,3,0
1,0,169,492362,28,1,490971,3,0
1,0,47,236472,224,3,233641,3,0
0,0,139,779582,204,31,776703,0,0
1,0,111,7188,126,122,4384,3,0
1,0,112,8831,112,120,6234,3,1
0,0,52,650247,103,27,648161,0,0
1,0,109,984,306,152,31,3,0
1,0,108,1094,24,76,159,3,1
0,0,134,24358,275,145,21590,0,0
0,0,91,1225,53,80,1,0,1
1,0,125,628999,144,12,626735,3,0
1,0,11,13990,117,16,11384,3,1
1,0,135,28068,65,68,25282,3,1
1,0,68,3158,256,94,408,3,1
1,0,133,2351295,266,59,2348338,3,0
0,0,29,9939,57,103,8926,0,0
0,0,23,65081,86,25,62292,0,1
1,0,14,9052,248,143,7148,3,1
0,0,46,811998,313,40,810235,0,0
0,0,95,782600,205,31,781197,0,0
1,0,87,3790,211,90,806,3,0
1,0,13,1721524,41,59,1718519,3,1
0,0,156,2010044,11,57,2009265,2,0
0,0,24,794113,244,33,793295,1,0
1,0,13,1008775,190,59,1006142,3,0
0,0,167,66235,249,41,64469,0,1
1,0,92,654938,254,27,652152,3,0
1,0,171,8756,146,46,5919,3,1
0,0,61,4216,134,48,1460,0,1
1,0,176,411506,59,33,408474,3,0
0,0,157,1137976,138,58,1133828,0,0
0,0,85,1204,128,88,2,0,0
0,0,110,8397,16,9,5578,0,1
0,0,7,764760,203,31,762982,0,0
1,0,148,976,21,75,2,3,1
1,0,106,587182,276,37,584897,3,1
1,0,6,3258,40,78,436,3,0
1,0,181,6116,58,104,4224,3,1
0,0,12,606712,239,12,603989,0,0
1,0,74,21218,243,26,18921,3,1
0,0,137,2501,85,38,102,1,1
1,0,130,33240,55,41,30436,3,1
0,0,55,490870,46,1,489493,0,0
1,0,172,4777,19,71,2027,3,1
0,0,77,26225,207,66,24447,0,1
1,0,75,22430,44,34,19944,3,1
1,0,163,15107,264,2,12237,3,1
0,0,16,169188,308,45,166855,0,1
0,0,129,663320,260,24,660522,0,0
0,0,24,58458,116,16,55432,0,1
0,0,61,1185502,70,48,1183688,0,0
1,0,13,644271,100,59,641242,3,1
1,0,139,16574,223,139,14088,3,1
0,0,158,3713,286,98,2106,1,0
1,0,123,59561,141,51,57681,3,1
0,0,2,3597,236,141,1834,0,0
1,0,104,5794,137,124,3014,3,0
0,1,0,655728,169,18,653962,0,0
1,0,168,41742,309,45,39727,3,1
0,0,56,791878,123,37,790079,0,0
1,0,176,760085,245,33,757590,3,0
0,0,80,169312,67,56,166550,0,0
1,0,179,130785,106,20,128263,3,0
1,0,78,122539,191,14,120197,3,1
0,0,120,594892,228,28,591674,0,0
0,0,54,571445,199,21,567813,0,0
1,0,114,690966,179,32,687994,3,0
1,0,28,9553,115,86,7784,3,0
1,0,76,582823,22,21,581135,3,0
0,0,156,1917064,173,57,1914173,0,1
1,0,78,25743,232,14,24748,3,1
1,0,109,71114,196,4,69705,3,1
0,0,121,103187,323,9,101616,1,0
0,0,63,702008,180,32,700188,0,0
1,0,15,585311,229,28,582390,3,0
1,0,86,2350211,168,60,2347587,3,0
1,0,136,912033,74,41,909235,3,0
1,0,18,12191,233,14,9909,3,1
1,0,116,1182,94,116,1,3,1
0,0,60,4231,136,52,1391,0,1
0,0,156,14595,66,68,12280,0,1
1,0,48,9360,257,95,6577,3,0
1,0,10,14953,303,54,12005,3,1
1,0,83,29749,162,29,26915,3,1
1,0,176,430057,186,33,427406,3,0
1,0,59,14455,92,114,11690,3,0
0,0,163,30562,281,18,28739,1,1
0,0,2,4524,242,142,2574,0,0
1,0,17,486237,25,48,483109,3,0
0,0,87,19758,185,136,17038,0,0
0,0,100,47207,82,113,45534,0,1
