Gene_Type,Gene_Description,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,0,24,38827,227,25,35924,3,1
1,0,184,4679,184,135,1893,3,0
1,0,13,308397,304,59,305485,3,0
1,0,70,847503,312,40,845194,3,0
0,0,138,502030,132,0,499289,0,0
1,0,97,79193,80,3,76656,3,1
1,0,141,2449,0,153,11,3,0
0,0,140,7010,292,149,4233,0,1
1,0,129,491613,135,41,488857,3,1
1,0,26,21822,317,13,18838,3,1
1,0,84,3014,97,67,228,3,1
0,0,5,77950,18,24,74987,0,1
1,0,4,510295,142,27,507728,3,1
1,0,158,7457,215,41,4911,3,1
1,0,92,6673,234,140,3815,3,0
1,0,9,181574,314,30,180063,3,1
1,0,36,625252,230,28,622190,3,0
1,0,144,1133115,272,53,1130755,3,1
1,0,136,60671,176,47,58218,3,1
1,0,153,2940,213,137,73,3,1
0,0,19,8383,220,138,7271,0,0
0,0,182,17724,294,60,14986,1,1
1,0,173,13435,274,145,10745,3,0
0,0,162,86361,189,15,83876,0,1
1,0,4,225780,81,27,223900,3,0
1,0,4,578138,101,27,576360,3,0
1,0,27,504140,269,2,500865,3,0
1,0,26,636457,214,13,635763,3,0
1,0,1,848494,163,35,847454,3,0
1,0,167,492362,28,1,490971,3,0
1,0,47,236472,224,3,233641,3,0
0,0,137,779582,204,31,776703,0,0
1,0,110,7188,126,122,4384,3,0
1,0,111,8831,112,120,6234,3,1
0,0,52,650247,103,27,648161,0,0
1,0,108,984,306,152,31,3,0
1,0,107,1094,24,76,159,3,1
0,0,133,24358,275,145,21590,0,0
0,0,90,1225,54,80,1,0,1
1,0,124,628999,144,12,626735,3,0
1,0,11,13990,117,16,11384,3,1
1,0,134,28068,66,68,25282,3,1
1,0,68,3158,256,94,408,3,1
1,0,132,2351295,266,59,2348338,3,0
0,0,29,9939,58,103,8926,0,0
0,0,23,65081,86,25,62292,0,1
1,0,14,9052,248,143,7148,3,1
0,0,46,811998,313,40,810235,0,0
0,0,94,782600,205,31,781197,0,0
1,0,87,3790,211,90,806,3,0
1,0,13,1721524,41,59,1718519,3,1
0,0,154,2010044,11,57,2009265,2,0
0,0,24,794113,244,33,793295,1,0
1,0,13,1008775,190,59,1006142,3,0
0,0,165,66235,249,41,64469,0,1
1,0,91,654938,254,27,652152,3,0
1,0,169,8756,146,46,5919,3,1
0,0,61,4216,134,48,1460,0,1
1,0,174,411506,60,33,408474,3,0
0,0,155,1137976,138,58,1133828,0,0
0,0,85,1204,128,88,2,0,0
0,0,109,8397,16,9,5578,0,1
0,0,7,764760,203,31,762982,0,0
1,0,146,976,21,75,2,3,1
1,0,21,690828,276,37,688522,3,0
1,0,6,3258,40,78,436,3,0
1,0,179,6116,59,104,4224,3,1
0,0,12,606712,239,12,603989,0,0
1,0,74,21218,243,26,18921,3,1
1,0,117,9121,289,39,6152,3,1
1,0,129,33240,56,41,30436,3,1
0,0,55,490870,47,1,489493,0,0
1,0,170,4777,19,71,2027,3,1
0,0,77,26225,207,66,24447,0,1
1,0,75,22430,44,34,19944,3,1
1,0,161,15107,264,2,12237,3,1
